Source,Target,Type,Id,Label,timeset,Weight
70,7134,Undirected,12419,,,1
70,7105,Undirected,12418,,,1
70,7098,Undirected,12417,,,1
70,7012,Undirected,12416,,,1
70,6170,Undirected,12415,,,1
70,5804,Undirected,12414,,,1
70,5665,Undirected,12413,,,1
374,70,Undirected,24500,,,1
1361,5665,Undirected,15477,,,1
1361,7134,Undirected,15478,,,1
3414,8545,Undirected,20430,,,1
2515,8545,Undirected,18066,,,1
2423,8545,Undirected,17858,,,1
1361,8616,Undirected,15481,,,1
4826,9322,Undirected,24172,,,1
4594,9322,Undirected,23584,,,1
4364,9322,Undirected,23032,,,1
4186,9322,Undirected,22479,,,1
4025,9322,Undirected,22031,,,1
3834,9322,Undirected,21466,,,1
3801,9322,Undirected,21372,,,1
3104,9322,Undirected,19600,,,1
2515,9322,Undirected,18067,,,1
1122,9322,Undirected,14977,,,1
1102,9322,Undirected,14916,,,1
2320,13232,Undirected,17626,,,1
4824,5940,Undirected,24154,,,1
4594,5940,Undirected,23571,,,1
4584,5940,Undirected,23530,,,1
4349,5940,Undirected,22932,,,1
4283,5940,Undirected,22784,,,1
4272,5940,Undirected,22745,,,1
4044,5940,Undirected,22090,,,1
3765,5940,Undirected,21271,,,1
3632,5940,Undirected,20986,,,1
3389,5940,Undirected,20288,,,1
3231,5940,Undirected,19930,,,1
3200,5940,Undirected,19868,,,1
3170,5940,Undirected,19759,,,1
3078,5940,Undirected,19519,,,1
2633,5940,Undirected,18356,,,1
758,5940,Undirected,14025,,,1
441,5940,Undirected,13339,,,1
4594,6806,Undirected,23572,,,1
4584,6806,Undirected,23531,,,1
4272,6806,Undirected,22746,,,1
4044,6806,Undirected,22091,,,1
3632,6806,Undirected,20987,,,1
3388,6806,Undirected,20267,,,1
3231,6806,Undirected,19931,,,1
3230,6806,Undirected,19914,,,1
1132,6806,Undirected,15003,,,1
441,6806,Undirected,13340,,,1
4594,7031,Undirected,23573,,,1
4584,7031,Undirected,23532,,,1
4349,7031,Undirected,22934,,,1
4283,7031,Undirected,22786,,,1
4272,7031,Undirected,22747,,,1
4185,7031,Undirected,22462,,,1
4044,7031,Undirected,22092,,,1
3765,7031,Undirected,21273,,,1
3762,7031,Undirected,21254,,,1
3632,7031,Undirected,20988,,,1
3389,7031,Undirected,20290,,,1
3388,7031,Undirected,20268,,,1
3231,7031,Undirected,19932,,,1
3230,7031,Undirected,19915,,,1
3170,7031,Undirected,19763,,,1
3078,7031,Undirected,19522,,,1
2633,7031,Undirected,18358,,,1
758,7031,Undirected,14031,,,1
441,7031,Undirected,13341,,,1
4826,7067,Undirected,24165,,,1
4824,7067,Undirected,24155,,,1
4594,7067,Undirected,23575,,,1
4498,7067,Undirected,23334,,,1
4283,7067,Undirected,22787,,,1
4272,7067,Undirected,22748,,,1
4044,7067,Undirected,22093,,,1
4017,7067,Undirected,21990,,,1
4015,7067,Undirected,21930,,,1
3624,7067,Undirected,20885,,,1
3406,7067,Undirected,20369,,,1
3388,7067,Undirected,20270,,,1
3230,7067,Undirected,19917,,,1
3200,7067,Undirected,19870,,,1
3170,7067,Undirected,19764,,,1
3078,7067,Undirected,19523,,,1
3029,7067,Undirected,19388,,,1
2677,7067,Undirected,18544,,,1
2634,7067,Undirected,18394,,,1
2590,7067,Undirected,18223,,,1
2144,7067,Undirected,17183,,,1
2114,7067,Undirected,17078,,,1
1132,7067,Undirected,15004,,,1
971,7067,Undirected,14550,,,1
969,7067,Undirected,14524,,,1
758,7067,Undirected,14032,,,1
441,7067,Undirected,13343,,,1
185,7067,Undirected,12718,,,1
4963,7092,Undirected,24427,,,1
4707,7092,Undirected,23868,,,1
