696,1.3928e+06,51,1.7381e+05,51,507
696,1.4367e+06,51,1.8373e+05,51,521
707,1.4913e+06,52,1.9529e+05,52,540
749,29721,53,3014,53,172
749,1.2766e+06,53,1.4807e+05,53,459
753,6.8478e+05,54,96103,54,334
755,1.2252e+06,55,1.3812e+05,55,441
762,5293,56,450,56,137
768,1.4916e+06,57,1.9534e+05,57,541
810,3.5164e+05,58,50445,58,268
814,1.3118e+06,59,1.552e+05,59,475
816,5786,60,499,60,138
826,5810,61,504,61,139
826,11128,61,948,61,146
826,42992,61,4588,61,199
826,6.923e+05,61,97306,61,336
826,7.0058e+05,61,98421,61,341
826,1.242e+06,61,1.4096e+05,61,445
866,1.4889e+06,62,1.9481e+05,62,537
866,1.4889e+06,62,1.9481e+05,62,538
888,17640,63,1529,63,156
890,5.9872e+05,64,82598,64,321
890,6.1923e+05,64,85712,64,323
890,8.0569e+05,64,1.1574e+05,64,375
890,1.2923e+06,64,1.5134e+05,64,465
890,1.3526e+06,64,1.6462e+05,64,491
890,1.4539e+06,64,1.8765e+05,64,525
908,18429,65,1616,65,157
908,1.3915e+06,65,1.7351e+05,65,506
908,1.4815e+06,65,1.9343e+05,65,534
910,1.944e+05,66,27365,66,239
911,28270,67,2812,67,171
914,7.4508e+05,68,1.0595e+05,68,351
920,35349,69,3701,69,183
920,42820,69,4564,69,196
920,4.126e+05,69,57915,69,281
920,6.7106e+05,69,93914,69,331
920,7.3739e+05,69,1.0466e+05,69,348
920,8.6735e+05,69,1.2611e+05,69,412
920,1.2483e+06,69,1.4228e+05,69,447
920,1.4097e+06,69,1.7758e+05,69,513
943,16150,70,1361,70,155
943,25664,70,2515,70,167
943,1.4059e+05,70,19724,70,221
943,1.6551e+05,70,23778,70,225
943,2.268e+05,70,31288,70,250
943,4.8935e+05,70,67299,70,289
943,4.9949e+05,70,68932,70,294
943,5.0001e+05,70,69013,70,295
943,5.0308e+05,70,69464,70,296
943,5.0319e+05,70,69484,70,297
943,5.2446e+05,70,72848,70,302
943,7.3139e+05,70,1.0375e+05,70,347
943,7.4187e+05,70,1.0541e+05,70,350
943,8.2018e+05,70,1.1805e+05,70,383
943,8.429e+05,70,1.2166e+05,70,401
943,1.4854e+06,70,1.9408e+05,70,535
943,1.5002e+06,70,1.9712e+05,70,544
960,1.683e+05,71,24135,71,227
960,1.7245e+05,71,24675,71,228
960,1.809e+05,71,25695,71,230
960,1.8873e+05,71,26644,71,234
960,1.9087e+05,71,26902,71,235
960,1.9394e+05,71,27305,71,238
960,7.653e+05,71,1.0931e+05,71,361
960,8.3367e+05,71,1.2025e+05,71,395
960,9.4866e+05,71,1.3477e+05,71,435
960,1.4678e+06,71,1.9092e+05,71,530
960,1.4901e+06,71,1.9506e+05,71,539
976,2.3702e+05,72,32564,72,255
976,3.4387e+05,72,49189,72,267
976,3.9296e+05,72,55394,72,274
976,5.2573e+05,72,73024,72,303
976,1.4154e+06,72,1.7899e+05,72,514
976,1.4742e+06,72,1.9216e+05,72,532
980,5.8045e+05,73,80268,73,312
980,7.5625e+05,73,1.0764e+05,73,353
980,8.107e+05,73,1.1657e+05,73,380
1002,2.6624e+05,74,36141,74,262
1002,2.6777e+05,74,36299,74,263
1002,2.7187e+05,74,36747,74,264
1008,8.0847e+05,75,1.1622e+05,75,377
1010,1.3011e+05,76,17784,76,218
1010,4.2694e+05,76,59925,76,282
1012,3.7189e+05,77,52993,77,271
1019,15246,78,1258,78,153
1019,23936,78,2319,78,164
1019,1.9188e+05,78,27027,78,237
1019,2.213e+05,78,30550,78,247
1019,2.3243e+05,78,32025,78,252
1019,6.5958e+05,78,91933,78,328
1019,7.2524e+05,78,1.0267e+05,78,346
1019,7.8086e+05,78,1.1178e+05,78,365
1019,1.2397e+06,78,1.4051e+05,78,443
1019,1.4815e+06,78,1.9343e+05,78,533
1022,4883,79,405,79,135
1024,8.889e+05,80,1.3036e+05,80,422
1053,2.3702e+05,81,32564,81,255
1053,3.4387e+05,81,49189,81,267
1053,5.2573e+05,81,73024,81,303
1111,1.2995e+06,82,1.527e+05,82,469
1127,2.5113e+05,83,34318,83,258
1127,1.2567e+06,83,1.438e+05,83,450
1127,1.4397e+06,83,1.8438e+05,83,522
1165,2.3702e+05,84,32564,84,255
1165,3.4387e+05,84,49189,84,267
1165,5.2573e+05,84,73024,84,303
1178,1.2747e+06,85,1.4765e+05,85,458
1183,35564,86,3745,86,184
1184,1.2964e+05,87,17704,87,217
1187,2.2454e+05,88,30980,88,248
1192,5.8541e+05,89,80850,89,314
1196,5.4733e+05,90,75741,90,304
1212,19078,91,1698,91,158
1212,2.3529e+05,91,32330,91,254
1213,9.136e+05,92,1.3248e+05,92,427
1215,71148,93,8580,93,209
1215,4.7275e+05,93,65071,93,286
1215,1.0882e+06,93,1.375e+05,93,439
1215,1.3059e+06,93,1.5397e+05,93,472
1215,1.3506e+06,93,1.641e+05,93,490
1215,1.4969e+06,93,1.9644e+05,93,543
1227,2.7849e+05,94,37497,94,266
1227,7.7399e+05,94,1.1116e+05,94,363
1227,8.2305e+05,94,1.1849e+05,94,384
1227,8.428e+05,94,1.2165e+05,94,400
1227,1.2733e+06,94,1.4735e+05,94,457
1240,41490,95,4429,95,194
1240,48320,95,5238,95,205
1240,58970,95,6721,95,208
1261,1.5577e+05,96,22331,96,223
1261,1.3053e+06,96,1.5386e+05,96,471
1278,4.345e+05,97,61048,97,284
1281,49416,98,5377,98,206
1286,9393,99,791,99,143
1288,2.1538e+05,100,29835,100,245
1288,1.4005e+06,100,1.7558e+05,100,509
1293,9.1552e+05,101,1.3284e+05,101,430
1295,10779,102,920,102,145
1295,22855,102,2185,102,162
1295,4.8162e+05,102,66220,102,288
1295,5.8842e+05,102,81250,102,317
1295,8.8077e+05,102,1.2872e+05,102,416
1295,8.8232e+05,102,1.2901e+05,102,418
1295,8.8478e+05,102,1.2951e+05,102,419
1295,8.8768e+05,102,1.3012e+05,102,421
1295,9.1786e+05,102,1.3329e+05,102,432
1295,1.262e+06,102,1.4489e+05,102,452
1295,1.4338e+06,102,1.8311e+05,102,519
1295,1.457e+06,102,1.8854e+05,102,526
1298,2.1853e+05,103,30228,103,246
1298,6.2126e+05,103,86002,103,324
1298,1.2242e+06,103,1.3809e+05,103,440
1298,1.2551e+06,103,1.435e+05,103,449
1298,1.322e+06,103,1.5735e+05,103,479
1312,1.158e+05,104,15761,104,212
1340,1.4297e+06,105,1.8223e+05,105,517
1386,2793,106,227,106,131
1386,36848,106,3894,106,186
1386,56852,106,6441,106,207
1386,1.6119e+05,106,23184,106,224
1386,2.2615e+05,106,31206,106,249
1386,4.4232e+05,106,62149,106,285
1386,5.2352e+05,106,72696,106,301
1386,5.7528e+05,106,79637,106,309
1386,5.8601e+05,106,80925,106,316
1386,6.5539e+05,106,91264,106,327
1386,6.622e+05,106,92397,106,329
1386,7.3763e+05,106,1.0473e+05,106,349
1386,7.6357e+05,106,1.0898e+05,106,359
1386,7.8143e+05,106,1.1186e+05,106,367
1386,7.9672e+05,106,1.1432e+05,106,370
1386,8.6446e+05,106,1.2554e+05,106,408
1386,8.6675e+05,106,1.26e+05,106,409
1386,9.098e+05,106,1.3178e+05,106,426
1386,9.149e+05,106,1.3272e+05,106,428
1386,9.1612e+05,106,1.3297e+05,106,431
1386,9.3441e+05,106,1.3396e+05,106,434
1386,1.069e+06,106,1.368e+05,106,436
1386,1.2603e+06,106,1.4448e+05,106,451
1386,1.2874e+06,106,1.5035e+05,106,462
1386,1.2886e+06,106,1.5058e+05,106,464
1386,1.3246e+06,106,1.5793e+05,106,480
1386,1.3845e+06,106,1.7189e+05,106,503
1386,1.4575e+06,106,1.8866e+05,106,527
1386,1.4649e+06,106,1.9034e+05,106,529
1397,1.2294e+06,107,1.3836e+05,107,442
1440,4.9147e+05,108,67586,108,290
1452,1.2987e+06,109,1.5256e+05,109,468
1453,3514,110,294,110,133
1453,6.2542e+05,110,86659,110,325
1457,14416,111,1177,111,152
1457,1.8646e+05,111,26365,111,232
1457,8.6755e+05,111,1.2616e+05,111,414
1457,9.1511e+05,111,1.3277e+05,111,429
1462,9.0578e+05,112,1.3115e+05,112,425
1463,1.288e+06,113,1.5045e+05,113,463
1467,11461,114,967,114,148
1501,5233,115,441,115,136
1501,11484,115,969,115,149
1501,30488,115,3104,115,173
1501,31289,115,3200,115,175
1501,31676,115,3230,115,176
1501,31678,115,3231,115,177
1501,33106,115,3406,115,179
1501,34821,115,3632,115,181
1501,37920,115,4025,115,187
1501,38095,115,4044,115,188
1501,40168,115,4272,115,193
1501,42977,115,4584,115,198
1501,43069,115,4594,115,200
1501,44048,115,4707,115,202
1501,45095,115,4826,115,203
1501,1.6826e+05,115,24129,115,226
1501,1.9096e+05,115,26914,115,236
1501,2.1396e+05,115,29647,115,244
1501,4.2711e+05,115,59954,115,283
1501,4.9231e+05,115,67716,115,291
1501,4.9611e+05,115,68360,115,292
1501,4.99e+05,115,68848,115,293
1501,5.0362e+05,115,69552,115,298
1501,7.17e+05,115,1.0116e+05,115,344
1501,7.6332e+05,115,1.0894e+05,115,357
1501,8.0033e+05,115,1.1488e+05,115,372
1501,8.0998e+05,115,1.1647e+05,115,379
1501,8.2878e+05,115,1.1937e+05,115,386
1501,8.2925e+05,115,1.1945e+05,115,388
1501,8.3059e+05,115,1.1967e+05,115,389
1501,8.3137e+05,115,1.1983e+05,115,390
1501,8.51e+05,115,1.2297e+05,115,402
1501,8.5843e+05,115,1.244e+05,115,404
1501,8.6759e+05,115,1.2617e+05,115,415
1501,1.0705e+06,115,1.3704e+05,115,437
1501,1.0713e+06,115,1.3716e+05,115,438
1501,1.2685e+06,115,1.4633e+05,115,455
1501,1.2851e+06,115,1.4988e+05,115,460
1501,1.3316e+06,115,1.5944e+05,115,483
1501,1.3552e+06,115,1.6525e+05,115,492
1501,1.361e+06,115,1.6664e+05,115,493
1501,1.3788e+06,115,1.7068e+05,115,498
1501,1.4009e+06,115,1.7565e+05,115,510
1501,1.4078e+06,115,1.7718e+05,115,512
1501,1.419e+06,115,1.7987e+05,115,515
1514,3547,116,300,116,134
1514,22432,116,2130,116,161
1514,1.1963e+05,116,16314,116,213
1514,1.232e+05,116,16808,116,214
1514,1.2417e+05,116,16963,116,215
1514,1.2518e+05,116,17124,116,216
1514,1.3246e+05,116,18201,116,219
1514,1.3743e+05,116,19117,116,220
1514,7.7407e+05,116,1.1118e+05,116,364
1514,8.3182e+05,116,1.1991e+05,116,391
1514,8.3207e+05,116,1.1996e+05,116,392
1514,1.394e+06,116,1.7411e+05,116,508
1515,25800,117,2530,117,168
1548,8.334e+05,118,1.2021e+05,118,394
1572,2.772e+05,119,37333,119,265
1612,7.6443e+05,120,1.0912e+05,120,360
1618,2777,121,225,121,130
1619,10640,122,912,122,144
1643,5.8559e+05,123,80871,123,315
1732,4.0063e+05,124,56385,124,278
1732,5.8999e+05,124,81425,124,318
1738,3007,125,248,125,132
1738,2.6238e+05,125,35661,125,261
1744,1.2643e+06,126,1.4539e+05,126,453
