Source,Target,Type,Id,Label,timeset,Weight
4185,28398,Undirected,75075,,,1
4017,28398,Undirected,74632,,,1
4015,28398,Undirected,74581,,,1
4013,28398,Undirected,74560,,,1
3805,28398,Undirected,74095,,,1
3765,28398,Undirected,73991,,,1
3628,28398,Undirected,73710,,,1
3624,28398,Undirected,73633,,,1
3406,28398,Undirected,73167,,,1
3389,28398,Undirected,73082,,,1
3200,28398,Undirected,72700,,,1
3170,28398,Undirected,72605,,,1
3104,28398,Undirected,72449,,,1
3078,28398,Undirected,72385,,,1
3029,28398,Undirected,72252,,,1
2887,28398,Undirected,71945,,,1
2634,28398,Undirected,71324,,,1
2633,28398,Undirected,71288,,,1
2590,28398,Undirected,71161,,,1
2144,28398,Undirected,70178,,,1
2114,28398,Undirected,70103,,,1
1360,28398,Undirected,68560,,,1
1019,28398,Undirected,67853,,,1
971,28398,Undirected,67715,,,1
969,28398,Undirected,67681,,,1
758,28398,Undirected,67236,,,1
441,28398,Undirected,66584,,,1
345,28398,Undirected,66377,,,1
264,28398,Undirected,66161,,,1
185,28398,Undirected,65981,,,1
4594,28429,Undirected,76099,,,1
4584,28429,Undirected,76054,,,1
4272,28429,Undirected,75348,,,1
4025,28429,Undirected,74668,,,1
3632,28429,Undirected,73728,,,1
3406,28429,Undirected,73168,,,1
3388,28429,Undirected,73063,,,1
3231,28429,Undirected,72761,,,1
3230,28429,Undirected,72743,,,1
3200,28429,Undirected,72701,,,1
3104,28429,Undirected,72450,,,1
969,28429,Undirected,67682,,,1
441,28429,Undirected,66585,,,1
4492,29135,Undirected,75844,,,1
4025,29135,Undirected,74669,,,1
4824,29427,Undirected,76613,,,1
4594,29427,Undirected,76104,,,1
4584,29427,Undirected,76056,,,1
4492,29427,Undirected,75845,,,1
4349,29427,Undirected,75509,,,1
4272,29427,Undirected,75349,,,1
4044,29427,Undirected,74732,,,1
4015,29427,Undirected,74589,,,1
3632,29427,Undirected,73729,,,1
3231,29427,Undirected,72763,,,1
3230,29427,Undirected,72746,,,1
3200,29427,Undirected,72702,,,1
3170,29427,Undirected,72612,,,1
3029,29427,Undirected,72256,,,1
2634,29427,Undirected,71331,,,1
2069,29427,Undirected,70006,,,1
969,29427,Undirected,67685,,,1
441,29427,Undirected,66586,,,1
264,29427,Undirected,66164,,,1
4826,31174,Undirected,76633,,,1
4723,31174,Undirected,76379,,,1
4700,31174,Undirected,76332,,,1
4594,31174,Undirected,76106,,,1
4364,31174,Undirected,75597,,,1
4025,31174,Undirected,74672,,,1
3834,31174,Undirected,74166,,,1
3801,31174,Undirected,74080,,,1
3758,31174,Undirected,73957,,,1
3653,31174,Undirected,73777,,,1
3104,31174,Undirected,72452,,,1
1122,31174,Undirected,68111,,,1
969,31174,Undirected,67687,,,1
862,31174,Undirected,67438,,,1
441,31174,Undirected,66588,,,1
4886,31201,Undirected,76745,,,1
4824,31201,Undirected,76614,,,1
4594,31201,Undirected,76107,,,1
4584,31201,Undirected,76058,,,1
4492,31201,Undirected,75846,,,1
4284,31201,Undirected,75397,,,1
4272,31201,Undirected,75350,,,1
4155,31201,Undirected,75011,,,1
4044,31201,Undirected,74733,,,1
3762,31201,Undirected,73968,,,1
3632,31201,Undirected,73730,,,1
3388,31201,Undirected,73065,,,1
3231,31201,Undirected,72764,,,1
3200,31201,Undirected,72703,,,1
441,31201,Undirected,66589,,,1
5064,32627,Undirected,77030,,,1
4964,32627,Undirected,76868,,,1
4963,32627,Undirected,76860,,,1
4703,32627,Undirected,76342,,,1
4584,32627,Undirected,76061,,,1
4581,32627,Undirected,76034,,,1
4498,32627,Undirected,75889,,,1
4378,32627,Undirected,75634,,,1
4358,32627,Undirected,75547,,,1
4349,32627,Undirected,75511,,,1
4283,32627,Undirected,75390,,,1
4272,32627,Undirected,75352,,,1
4265,32627,Undirected,75312,,,1
4154,32627,Undirected,74994,,,1
4153,32627,Undirected,74976,,,1
3805,32627,Undirected,74102,,,1
3765,32627,Undirected,73994,,,1
3628,32627,Undirected,73712,,,1
3624,32627,Undirected,73645,,,1
3560,32627,Undirected,73497,,,1
3406,32627,Undirected,73179,,,1
3389,32627,Undirected,73092,,,1
3288,32627,Undirected,72844,,,1
3170,32627,Undirected,72620,,,1
3104,32627,Undirected,72454,,,1
3078,32627,Undirected,72394,,,1
2633,32627,Undirected,71297,,,1
2632,32627,Undirected,71269,,,1
2114,32627,Undirected,70112,,,1
1867,32627,Undirected,69607,,,1
1486,32627,Undirected,68811,,,1
1121,32627,Undirected,68103,,,1
1019,32627,Undirected,67855,,,1
971,32627,Undirected,67728,,,1
965,32627,Undirected,67632,,,1
758,32627,Undirected,67247,,,1
