4707	11754
4707	9654
4707	9428
4707	9235
4707	9132
4707	7092
4707	5905
4707	5813
115	4707
4263	9428
3868	9428
3396	9428
426	9428
2258	9132
1768	9132
801	9132
426	10126
426	9258
426	7609
426	6087
426	3868
3868	6087
3485	3599
801	11116
801	10800
801	7336
801	7250
801	7237
801	7232
801	7220
801	7034
3651	6171
1267	11116
2258	6139
4589	12773
4589	12424
4589	9704
4589	8886
4589	5013
3396	9427
3396	9338
3396	8389
4955	12392
4955	8965
4955	7555
3651	10310
3651	9994
3651	9842
3651	6194
3651	6137
3651	4978
3202	10414
3202	4821
3202	3599
3202	3485
4821	10414
4888	8385
3599	8965
3599	4955
4955	5013
3599	5013
4978	10310
4980	12983
4980	10964
856	12847
856	12596
856	11036
856	5760
625	13064
625	12841
625	11343
625	10891
625	10587
625	10467
625	8507
625	8333
625	8261
625	7494
625	6580
625	5718
625	1604
4270	12659
4270	12285
4270	8252
4270	7270
4270	6672
4270	6653
4270	10587
3387	8089
4270	7387
1249	12841
423	12296
423	11784
423	9834
423	5937
423	2210
423	1315
2210	12756
2210	12296
2210	11784
2210	11301
2210	9834
2210	8661
2210	5937
733	2210
1249	13064
2366	9756
2366	5176
1249	12929
1249	12919
1249	12248
1249	11218
1249	9816
1249	9724
1249	9226
1249	8427
1249	7515
1249	7449
1249	7387
1249	7297
1249	6670
1249	6556
1604	12479
1604	12204
1604	11840
1604	11442
1604	11036
1604	7494
1604	5720
1604	5718
1604	5034
1267	13222
1267	9566
1267	7424
1315	12296
1315	11784
1315	9834
1315	7494
1315	5937
1315	5718
1315	2210
1315	1604
625	1315
2366	11784
1768	11784
1604	11784
1249	8507
1768	7034
1768	13074
1768	10844
1768	9756
1768	5973
1768	5176
1768	2366
3406	13225
3406	13130
3406	12961
3406	12906
3406	12880
3406	12626
3406	12584
3406	12263
3406	12224
3406	12133
3406	12119
3406	12013
3406	11508
3406	11454
3406	11441
3406	11435
3406	11221
3406	11101
3406	11087
3406	11080
3406	10993
3406	10936
3406	10753
3406	10423
3406	10010
3406	9951
3406	9844
3406	9835
3406	9586
3406	9558
3406	9507
3406	9487
3406	9461
3406	9449
3406	9366
3406	9340
3406	9337
3406	8950
3406	8918
3406	8717
3406	8655
3406	8462
3406	8383
3406	8117
3406	8070
3406	7482
3406	7143
3406	7067
3406	7053
3406	6939
3406	6446
3406	5854
3406	5812
3406	5780
3406	5145
3406	5015
3406	4963
3406	4703
3406	4584
3406	4498
3406	4378
3406	4371
3406	4358
3406	4283
3406	4272
3406	4265
3406	4154
3406	4017
3406	4015
3406	3805
3406	3624
3406	3560
3389	3406
3170	3406
3114	3406
2677	3406
2633	3406
2632	3406
2590	3406
2472	3406
2144	3406
2114	3406
1867	3406
1486	3406
1121	3406
971	3406
965	3406
758	3406
264	3406
162	3406
3805	10010
3114	10010
2114	10010
1867	10010
1486	10010
1360	10010
965	10010
408	10010
4832	11515
441	12497
441	12330
441	12272
441	12263
441	12178
441	12019
441	11986
441	11817
441	11498
441	11479
441	11118
441	10979
441	10936
441	10872
441	10451
441	10444
441	10367
441	9857
441	9461
441	9449
441	9434
441	8467
441	7143
441	7067
441	7050
441	7031
441	6806
441	5940
441	4886
441	4826
441	4594
441	4584
441	4492
441	4284
441	4272
441	4155
441	4044
441	3765
441	3762
441	3632
441	3406
441	3388
441	3231
441	3230
441	3200
441	3104
441	2069
441	969
441	561
3388	6806
1132	6806
1132	9488
4492	9739
4364	9761
4186	9761
4025	9761
1102	9761
4699	8117
4498	8117
4371	8117
4017	8117
4015	8117
4013	8117
3805	8117
3389	8117
3078	8117
2634	8117
2633	8117
2590	8117
2114	8117
1360	8117
1109	8117
639	8117
408	8117
264	12961
264	12906
264	12584
264	11331
264	11142
264	9768
264	9487
264	8950
264	8621
264	8462
264	8117
264	7482
264	6446
264	5145
264	4349
264	4283
264	4015
264	4013
264	3170
264	3114
264	3029
264	2634
264	1360
264	1121
264	971
264	758
4450	11823
4450	8384
4450	6085
3658	11823
3658	10072
3658	9428
3658	8385
3658	8384
3658	7092
3658	6085
3658	4450
3658	4185
3658	3766
2744	9654
2744	9235
2744	5905
2744	4707
2744	4580
1122	2744
2634	13130
2634	13036
2634	12906
2634	12224
2634	11966
2634	11435
2634	11331
2634	11221
2634	11142
2634	10253
2634	10010
2634	9881
2634	9835
2634	9833
2634	9768
2634	9585
2634	9507
2634	9487
2634	8919
2634	8703
2634	8621
2634	8382
2634	5854
2634	5741
2634	5145
2634	4963
2634	4498
2634	4349
2634	4283
2634	4154
2634	4017
2634	4015
2634	4013
2634	3838
2634	3765
2634	3624
2634	3170
2634	3078
2634	3029
2634	2887
2633	2634
2590	2634
2114	2634
1360	2634
345	2634
4726	12133
4699	12133
4616	12133
1867	12133
1591	12133
965	12133
4185	12497
4185	11823
4185	10872
4185	9480
4185	9449
4185	8384
4185	7143
4185	7031
4185	6085
4185	4594
4185	4450
3762	4185
3632	4185
3527	4185
3388	4185
3230	4185
3200	4185
969	4185
441	4185
274	4185
3766	11823
3766	10564
3766	10310
3766	9654
3766	8977
3766	8384
3766	6085
3766	6076
3766	6068
3766	5905
3766	4978
3766	4450
3766	4185
3651	3766
1601	3766
4013	9487
2887	9487
2590	9487
2144	9487
1360	9487
345	9487
4824	5940
4349	5940
4283	5940
3765	5940
3389	5940
3170	5940
3078	5940
2633	5940
758	5940
3659	5722
3659	4190
1591	10055
4963	7092
4154	7092
4015	7092
3838	7092
3388	7092
3078	7092
2634	7092
2114	7092
1720	7092
1603	7092
971	7092
4190	8384
4980	9654
4978	9654
3651	9654
115	9654
3230	12347
3230	12330
3230	11817
3230	11498
3230	11331
3230	10872
3230	9857
3230	9488
3230	9480
3230	9461
3230	9434
3230	8621
3230	7067
3230	7050
3230	7031
3230	6806
3230	4594
3230	4492
3230	4272
3230	4044
3230	3838
3230	3762
3230	3632
3230	3388
1132	3230
274	3230
3389	10253
2633	10253
1043	10253
4699	9881
4349	9881
4262	9881
3765	9881
