1	936
1	1093
1	1415
2	360
2	444
2	561
2	882
2	1218
3	562
3	982
3	1178
3	1381
3	1396
4	85
4	846
5	394
5	778
6	352
6	519
6	523
6	559
6	700
6	714
6	729
6	834
6	884
6	973
6	1039
6	1187
6	1216
6	1272
6	1282
6	1287
7	110
7	493
7	615
7	629
7	630
7	635
7	657
7	805
7	815
7	948
7	1395
8	103
8	179
8	516
8	544
8	746
8	849
8	1089
8	1390
9	543
10	18
10	742
10	837
10	976
10	1030
10	1159
11	37
11	77
11	261
11	263
11	264
11	294
11	345
11	349
11	378
11	407
11	409
11	515
11	540
11	596
11	619
11	627
11	637
11	797
11	835
11	887
11	916
11	918
11	921
11	963
11	987
11	1066
11	1068
11	1156
11	1202
11	1236
11	1268
11	1296
11	1303
11	1319
12	1230
13	382
13	390
13	903
13	970
13	1203
14	1160
15	58
15	78
15	574
15	745
15	1335
15	1376
16	444
16	631
17	58
17	78
17	207
17	246
17	250
17	342
17	343
17	344
17	376
17	627
17	794
17	918
17	927
17	950
17	991
17	1125
17	1191
17	1293
18	550
18	837
18	976
18	1115
18	1159
18	1367
19	58
19	78
19	93
19	109
19	207
19	252
19	279
19	341
19	342
19	379
19	463
19	637
19	675
19	794
19	816
19	857
19	918
19	927
19	987
19	1133
19	1177
19	1373
19	1376
20	77
20	263
20	310
20	364
20	379
20	925
21	139
21	1221
22	271
22	800
22	964
22	1050
23	905
23	1097
24	42
24	108
24	142
24	179
24	765
24	868
24	969
24	974
24	1025
24	1091
24	1408
24	1412
25	1233
26	474
26	775
27	109
27	207
27	236
27	827
27	918
27	927
27	991
28	733
28	885
29	31
29	62
29	111
29	282
29	335
29	564
29	825
29	873
30	182
31	62
31	111
31	282
31	335
31	564
31	825
31	873
32	109
32	149
32	206
32	250
32	273
32	342
32	387
32	497
32	745
32	857
32	881
32	949
32	1006
32	1256
32	1261
32	1276
32	1280
33	107
33	169
33	979
33	1231
33	1301
34	334
34	539
34	686
35	123
35	693
35	1397
36	907
36	1312
37	44
37	77
37	159
37	261
37	263
37	264
37	272
37	294
37	310
37	311
37	349
37	364
37	378
37	380
37	399
37	407
37	409
37	515
37	596
37	619
37	627
37	637
37	797
37	887
37	916
37	918
37	921
37	987
37	1066
37	1068
37	1121
37	1138
37	1156
37	1199
37	1202
37	1236
37	1261
37	1268
37	1296
37	1297
37	1303
37	1324
38	209
38	424
38	972
39	597
39	909
39	997
39	1046
39	1083
39	1234
39	1331
39	1378
40	1153
41	1387
42	108
42	142
42	179
42	651
42	746
42	765
42	868
42	969
42	1025
42	1062
42	1091
42	1141
42	1408
42	1412
43	1233
44	409
44	1236
45	736
45	908
45	1233
46	81
46	317
46	633
46	1032
47	85
48	510
48	866
49	580
49	756
49	801
49	1071
50	532
50	758
51	1310
52	592
52	1328
53	344
53	373
53	450
54	105
54	516
54	864
54	1001
55	873
55	898
56	690
56	831
56	962
56	1350
57	169
57	936
57	1415
58	78
58	82
58	93
58	162
58	202
58	206
58	207
58	214
58	246
58	250
58	252
58	257
58	258
58	273
58	275
58	279
58	293
58	324
58	342
58	343
58	344
58	374
58	379
58	383
58	415
58	497
58	501
58	549
58	561
58	574
58	595
58	627
58	675
58	738
58	745
58	794
58	818
58	851
58	857
58	901
58	918
58	927
58	949
58	986
58	991
58	998
58	1006
58	1038
58	1107
58	1133
58	1191
58	1263
58	1266
58	1271
58	1293
58	1316
58	1335
58	1373
58	1376
58	1400
59	691
60	215
61	915
62	111
62	825
62	898
62	1402
63	563
63	612
64	650
64	652
64	666
64	1155
65	175
65	695
65	761
65	1028
66	721
67	498
67	1145
67	1338
67	1366
68	1066
69	172
70	421
70	902
71	1042
72	99
73	509
73	590
73	674
73	1000
73	1043
73	1279
74	1381
75	78
75	118
75	162
75	258
75	291
75	506
75	818
75	829
75	857
75	1168
75	1376
76	301
76	789
77	261
77	263
77	272
77	310
77	349
77	364
77	378
77	407
77	409
77	627
77	887
77	916
77	918
77	921
77	925
77	980
77	987
77	1010
77	1066
77	1121
77	1236
77	1261
77	1268
77	1303
78	82
78	93
78	118
78	125
78	162
78	163
78	207
78	246
78	250
78	258
78	273
78	279
78	291
78	320
78	342
78	344
78	402
78	441
78	497
78	501
78	506
78	508
78	561
78	574
78	627
78	675
78	745
78	794
78	829
78	857
78	918
78	927
78	938
78	950
78	991
78	1061
78	1064
78	1133
78	1149
78	1154
78	1168
78	1191
78	1264
78	1280
78	1283
78	1293
78	1335
78	1371
78	1373
78	1376
78	1400
79	820
80	469
80	731
80	732
80	748
82	97
82	202
82	206
82	265
82	311
82	374
82	383
82	388
82	413
82	851
82	887
82	918
82	991
82	1196
82	1335
82	1384
83	723
83	726
83	728
83	740
83	990
83	1033
83	1052
83	1240
84	132
84	668
85	233
85	303
85	832
85	924
85	1060
86	143
86	556
86	560
86	649
86	711
86	1051
87	664
88	345
88	365
88	385
88	524
88	835
88	896
88	968
88	1179
89	745
89	1212
90	462
90	868
91	187
92	472
92	774
92	809
92	817
92	844
93	121
93	252
93	279
93	675
93	794
93	857
93	1133
93	1376
94	221
94	251
94	297
94	319
94	322
94	385
94	409
94	414
94	418
94	429
94	835
94	896
94	940
94	1066
94	1180
94	1319
95	164
95	286
95	521
96	263
96	272
96	349
96	409
96	596
96	627
96	816
98	148
98	313
98	314
98	325
98	338
98	489
