OrgFrstDriver,DesFrstDriver
1441902,1275716
1344576,113605
61185,1400762
1307193,1420143
564083,761791
460915,24979
516394,589681
215312,802127
174066,25535
398495,1343050
451070,446143
1289725,703515
598191,1429576
174717,1348697
885190,1269941
1497015,876053
30488,820178
36010,186321
588487,728544
668429,1411776
675446,74045
614267,554845
117640,91112
1339252,941631
821670,1380453
967005,1311474
94716,1416740
493613,1241137
1383422,582857
391423,722223
560633,573687
280198,294393
249373,261405
624386,1319052
820011,182475
1382615,1485380
397467,822937
1375324,861156
172003,846025
1297097,522211
837696,741086
687810,688000
1231842,859095
1429943,874701
1475514,1355378
838112,791419
422637,424775
791928,1363245
487861,477158
593528,162819
1271485,776215
439292,1438945
1365386,750980
1416226,462511
469333,846642
275348,283464
31015,1283718
722355,288887
771162,686778
407639,405433
300950,306006
1346013,1465195
322400,317625
1414563,886470
1434455,939901
801568,265113
246903,677078
1370121,882099
978857,37306
704018,852167
789128,1281051
507738,498829
275948,1473672
844846,721456
1457598,443507
338999,911525
83446,66423
825938,263068
646102,808759
797161,801969
376340,378279
1488657,1281511
1398292,1397546
1456194,733485
162805,1326840
833775,1407354
505811,22346
900734,134101
801379,1463667
530480,542268
833171,566488
497050,772344
800339,223991
146125,144178
576512,574581
687106,930834
607492,139368
773420,708680
1406044,633131
1262052,1330960
764681,644803
1276501,862948
1396402,843784
89608,91667
1361030,31676
325923,770958
1474389,200028
1234100,1323095
1288703,1343900
100733,1262953
53233,1427102
370232,712096
334017,335489
974363,1459500
473924,643111
320453,312846
844525,1419981
495245,914580
1304592,809080
684929,940982
63820,48958
257345,687106
755245,145365
814222,243125
1437713,1487246
35931,1490389
885470,1269279
182434,192073
1233139,633945
1068861,1419029
739121,339216
687836,688236
1455050,846609
868682,794748
1332340,475496
555550,16149
371509,832840
1470654,298492
754561,728572
1359379,1455457
1412856,790269
337414,632397
258531,883442
1319315,1446765
939794,1463942
1298590,1469446
1238111,879067
342261,1252650
1269279,644753
1328613,70200
1441595,817972
1268624,1360409
445844,1349523
919065,304230
876004,896203
1458936,55284
456582,1468793
259723,239241
1422120,110958
492931,478480
223087,1444544
1278780,566511
1328936,64841
1433873,867843
323521,1262205
98956,1334067
1278721,556247
555269,1382998
1420162,825258
437845,781985
314599,347416
308663,1339123
344748,49439
1334911,590284
531484,527381
1235642,116548
1244955,552113
341376,1366177
141392,156949
1414797,491171
1420711,29155
1266855,324214
781737,1449461
387342,769570
1372556,407414
617863,640202
1300782,1380783
556716,559343
837170,1457009
816604,341908
788937,1348539
59685,754254
1503389,633125
1502207,3265
1257150,1301398
1372079,6495
1490956,726467
761580,797962
537167,533939
1415112,275718
1476567,241864
1352917,1410985
1262042,601114
348551,345487
1344747,758736
1330805,1453542
341497,797313
1496876,1365393
1346692,1397180
1500424,593455
186028,184314
524485,1411394
839752,466276
1071854,64689
1417400,633589
789250,700004
1461328,1449743
26955,1467591
757563,638598
1427169,498639
658890,554691
409246,397051
941103,766092
1293848,1450322
917578,91318
632813,163649
719676,1409573
1306442,856759
338027,1072342
417700,410390
8925,548391
1353154,1470401
859758,68963
31332,721018
105779,122219
716720,9080
818444,1460520
785274,572210
491257,761285
1327280,219483
274234,1232045
1020853,36077
119254,344633
34476,36360
732513,900660
1235152,1352818
552338,749277
548585,4752
1335787,818458
578732,1299224
1349137,1251958
756405,1266277
693070,141811
308128,323269
1407054,1277618
161420,1288288
846913,1448555
1328101,1438693
1423174,1470749
811913,811779
1342443,454150
1405034,429162
1459329,1239480
801264,536926
1447739,318946
662880,676010
1374456,698256
33106,1489428
630120,656062
676902,677086
1243404,563358
631787,539028
822173,1239779
423012,873362
1281132,1088186
1314678,577052
885470,1441851
1467588,1296103
654012,1337154
824440,471583
276345,278712
916402,124992
350377,351235
154886,1502849
869365,830380
329102,911489
1447736,1368018
1498805,104052
387494,1229259
587815,591360
223798,765619
398414,408598
819866,100031
140583,1470321
1372751,732660
1353699,298405
392427,1341684
1325939,318183
450164,456700
327987,332201
727276,339252
310715,324453
343865,976
350734,1436445
63084,61997
823189,302475
238536,136962
1452382,612084
347747,300404
364164,880569
998326,666861
1457994,347297
599042,103489
1348539,1329765
1238215,916073
829254,1361030
1493378,1258700
1401863,670060
606484,1396016
37920,886196
524673,792840
876791,466834
1421302,918906
672307,1371486
685787,1369601
1450560,1432720
809591,1408842
665371,662267
324860,1343460
18675,18685
1382818,1444945
724048,1403801
1408640,308067
1264669,331869
966929,878319
872288,713433
142118,764944
1070818,419266
1475158,126639
131765,132572
1381619,424678
308282,458508
1263681,675876
1228876,880466
1453286,1431348
93300,87093
86847,88854
1434968,1385671
650970,1431031
487231,487251
1479784,1448163
765648,1457519
336221,1454589
1475032,1414838
889679,102162
875557,314800
539108,548744
601822,387986
1464113,665495
535132,657535
454141,459628
103600,766074
233199,299213
1350836,968461
117551,1247654
1371918,55681
1435112,841386
381236,390353
665260,665253
134584,680029
109657,1324778
842410,285194
428464,418827
1397602,139552
904657,1435710
1461812,852033
462488,903326
1454535,754969
167952,1282778
9080,26688
345605,347478
1396019,554212
1490175,416373
939794,171989
599427,887560
303203,753471
661516,1284560
615838,605026
720621,1246048
1379615,709886
1466553,295004
605279,235254
223477,171079
29397,1424345
211137,227670
530623,1437109
1472153,1474885
1240502,1315211
422820,428329
670857,1499578
424625,1362219
793385,309497
227228,592692
515919,823482
487861,488921
927883,1353605
1365883,974691
349899,1431930
1494627,673949
163084,515211
1266277,1458171
1480798,1405511
763676,4654
843426,1416476
1345024,1345020
1385664,1424617
1234718,1236637
663022,533415
1299352,469448
1234266,646328
1373222,730103
1411874,1313370
1328954,854692
605643,637272
1368850,739586
266183,271992
296433,319266
828144,1366965
116249,106573
1486966,1265497
1264430,1341457
510878,679920
852891,715992
14746,527907
784497,862486
1449024,535111
1419385,444031
776134,114472
1361883,860459
205830,226278
1283029,1350836
37548,764037
554727,1438994
548576,568086
779863,1270195
445646,1243297
1283480,1303948
105700,1498968
388537,1359220
733797,755976
377731,370321
509395,697577
468907,1503350
272069,590086
553936,548032
239578,916282
810913,252781
37293,387882
42103,1443308
1299219,439589
1460250,1430402
1244807,818362
845461,555441
543691,540084
510294,834331
971564,437750
1463503,971245
143345,1229212
747741,572167
599038,604094
737477,592844
1415389,525728
549595,642641
513789,911513
1407807,5233
113318,1338030
1402677,208112
874734,460656
1294713,1432653
409355,783008
1406272,365823
267503,1277366
368813,1469074
522743,1483102
635622,805817
295969,309125
829254,32907
1376394,340729
18176,36446
1435698,675942
106518,1277296
1272364,649506
655970,1286940
319774,311952
1307498,47786
500765,840023
954729,636304
896858,255533
801074,869234
1492835,1465031
1415207,663841
311643,310776
1385164,1394622
1331409,970107
1372855,1190087
1282195,1229754
632885,639331
1351184,180609
1358692,330366
49473,28477
799422,427411
1440015,584785
623079,622901
1391490,334259
1414103,566575
567425,581717
1325946,1317856
1340150,789584
201679,1247560
293523,747488
50191,56614
842959,212716
1375513,213088
619830,813116
623759,602193
156829,148535
294591,854411
638645,1278557
40988,866672
855322,805988
1435524,1484195
809893,4265
1382796,371232
439953,791055
309620,309737
325449,322487
150912,684860
1401503,43069
1360654,916785
610171,636826
655254,1290546
318049,768731
437222,1280086
1236465,101232
732561,54091
202119,941582
602205,1321188
158579,131135
11507,1397535
906591,625423
594886,1305386
70351,64304
564188,1486025
298492,856239
91038,1422442
173840,1321537
853248,350702
481125,481039
1350586,1311273
1258568,511229
337019,1355225
369185,973010
1346599,1397988
139817,130670
640113,1270944
1270827,1457935
1246952,448889
271901,1361355
358138,844534
1405996,610903
829720,601984
901889,859226
134643,134475
1429793,781875
1360261,101914
1431212,422742
138912,787918
787571,566763
236412,882304
803488,163808
886281,529856
1383169,1433096
585364,212141
92576,81495
1386506,374404
339647,1496441
1237994,1487386
668224,813021
1448634,1415730
362400,940708
1425941,1413280
56285,64317
966930,721018
907540,23555
626440,1419038
1453870,854904
730583,1382499
863135,175315
1255998,888165
1359991,139665
789983,219308
900510,494742
682864,674763
1437391,855118
908288,1415074
828475,161299
642073,643185
518888,507103
1414459,317887
553129,862107
1375593,757505
695317,695315
1260851,1406487
17518,1361528
758854,1352364
599745,1327388
414680,1462731
382391,1351518
856212,940570
1503718,378070
166363,842958
948724,1292323
191460,876540
1484483,1451439
1468056,590051
268242,825938
1335499,1264375
721100,1244851
786038,206679
757461,297731
1235854,1477495
235289,19078
22312,697944
790403,500225
259153,789686
1361352,858623
309038,315134
12243,43979
1347642,103201
163965,1397602
199525,1388735
608506,606699
1391107,861724
399473,411885
358521,1365293
1416662,1370104
1339819,1257112
281950,293119
1211580,1370729
1305393,1386005
570271,1318988
812631,852025
758369,1492095
607743,597447
1498294,1496429
130551,118757
390519,1244807
1317937,1295475
618869,838233
769336,52769
201248,207284
798475,304707
1413365,702670
905810,171904
328543,1408924
1245570,167366
1314359,307405
1288651,941470
971160,1475881
1370376,605005
755463,421809
781219,703350
575021,284493
1287068,1278418
1499099,1409172
1434266,1418855
534455,442406
198882,1340701
150308,1305567
675384,1451379
1454662,1466379
670839,798718
1281235,492252
809288,724482
32112,813713
410303,431734
1413365,5220
313938,797338
1490175,416120
406445,404036
861797,78944
865129,790272
1225772,1285079
1479249,532295
768013,1414044
1340374,1440513
1228715,569336
740988,786585
577478,1342806
1413376,968942
1382300,536920
749289,512124
576747,1307528
267016,274784
560603,1485602
1350279,477573
1272019,340360
1336591,684787
1399594,707126
532433,527212
1491287,1444724
182968,11099
512845,1499959
421454,1438847
102641,116559
1481235,1233738
1321977,1392750
855857,856664
644158,1496285
87649,82330
974711,1408613
557378,726658
501355,478578
1070386,1412297
156069,868461
659781,661773
1275768,714972
1424441,1455560
1499578,1245011
298376,293705
98165,119327
315301,322883
533849,540832
492651,1469423
1403779,1237278
787137,154760
38095,13801
1289086,68915
354786,354488
1253130,564832
357982,370605
453616,459397
401539,384983
23159,86744
967540,714612
172036,164947
94548,121478
512134,1401677
698636,812660
724200,251917
1479678,1481625
548899,555184
1443660,1495144
1341515,814357
1349427,1362510
539909,535798
165789,656378
1324869,1429793
668888,454975
1311453,829113
107939,818396
1322940,1355049
531358,538621
564645,889656
1487364,1499855
499993,499030
334380,338635
204170,181473
592649,1385675
1495144,41302
745303,1247113
1260440,795307
885232,267807
1236971,819665
1298893,106166
602486,599202
581672,1462731
728199,719856
559350,43136
579077,579952
1240983,1290749
1401508,509497
859226,901889
695577,419631
701377,1286616
109687,1240459
1245570,1241342
597308,1429483
615279,621357
526302,1090898
1328579,649503
1413213,1423082
700228,1343076
1396454,870790
495734,499147
1406930,1329224
1358199,862796
949109,55186
906392,524850
828829,614530
636934,640124
574552,165590
599795,221182
1344169,317822
866771,1282016
290788,125232
115374,116337
897878,1348261
512181,1232451
760913,506979
199150,1491876
899141,54072
132451,773288
1336666,543398
284169,773324
1408610,1278681
1447290,1444990
218496,397680
409395,1456443
1495050,1262024
587774,584921
184315,1379296
633159,124482
1481374,1284035
830838,1225981
356113,345906
429356,415907
1420689,1466420
357538,347749
1299486,64892
1380587,705991
733186,1433148
226236,1250840
290240,287035
175111,764014
74185,70980
1396918,1278445
463583,889591
791874,98678
572947,881011
639940,206955
1242918,854550
854307,877387
340360,713620
1475802,171608
563993,818444
382299,469418
519307,511856
1474243,1298623
262940,652909
703315,141358
1451437,413131
1444480,662908
571376,544327
702078,528468
1316943,274145
553272,630627
108186,916007
145372,1279577
650920,1380986
500816,518705
460371,1453137
1471120,230932
592902,314484
250834,519217
1300943,1297213
813136,39309
1238403,505967
643804,635988
1460644,1274676
1354500,90814
804772,1419411
651088,710692
916399,624767
111723,1309984
457086,455848
858251,1351047
1259996,288627
1263250,1391917
734472,703057
618265,854180
853715,46696
167970,784292
294559,893849
726769,913305
452775,1463008
60865,51369
121767,753182
333574,297678
918523,1288904
691277,902916
51873,1364776
194726,201699
1311778,1413960
301624,1291249
691559,716634
917389,73578
1243820,713892
1366832,1276737
287829,263440
553965,637400
114477,1498017
410674,1351103
1290355,1355514
808466,1008
915881,138914
39986,1349384
239923,248641
543410,1411919
20781,40235
1481205,239810
524850,516452
1336414,1330182
293877,707404
1386090,338507
119465,1287848
540675,516470
322900,879573
865372,1459572
1277218,661505
736346,886958
809979,34821
1385825,844931
192613,1426056
1329388,720151
1235297,619614
235130,1387327
81293,1350383
204478,1290528
906374,263138
40735,842901
561293,281722
421852,1372993
1417726,1417986
854928,1303520
331869,1326290
1277561,1302558
1318024,1305532
836756,1281335
1254799,200173
179245,574148
286682,1390477
333840,1247017
1277138,1361665
1482791,686247
223107,1287231
934239,363253
684270,357445
907145,603559
473059,1456427
1342413,1244025
1394048,1269487
788344,130070
1384684,1411440
1469556,40044
873559,310705
824632,721394
695874,1292787
1424411,1228994
711492,728336
97962,1244834
24753,1361955
284232,1110313
1362005,590822
537008,701045
643923,1397602
159722,152432
612027,1342927
806797,727437
336715,324980
1411214,257323
198447,974074
310707,879091
734415,1435542
504226,876086
489338,1492390
286650,773640
750679,55472
624672,974784
1454082,868972
9340,90583
193733,1293947
711927,739769
1266286,1381173
143268,118102
1260343,1402045
731740,782543
1305256,47825
423164,945664
1299352,772472
1409318,314589
279610,273399
1453756,345250
483331,482386
654216,657413
830179,1443819
1344241,2781
1483980,882136
82971,104746
709260,531197
1465242,1353598
1270690,318616
60630,796659
679566,635795
634877,838695
587784,1483243
163909,168891
1233956,173030
1411394,1470596
673949,687885
1456308,799336
353480,1243234
819532,927837
558036,22763
256186,1466455
1244335,1455386
10603,149798
347940,28252
674845,1481862
502717,1328837
566373,1404263
20000,225464
1453108,334600
907670,610363
325385,313999
1435897,1412945
101889,95484
813111,542337
163318,215260
1281790,1334149
1324110,870291
204478,1378122
511650,246107
95970,94044
1433937,1351631
295652,308014
1427031,205542
313024,1366763
573249,1251510
222219,1479254
31676,11484
809229,320010
1252104,136020
1401174,1453785
263138,798243
1398800,478026
1461812,40302
727720,445303
709569,908071
1243366,524065
652126,662209
1411727,331019
474860,1347546
19465,729254
884145,805066
345108,350468
825734,851101
574509,881969
1419337,324377
860384,774280
642317,1420097
1404682,119038
309281,1294014
1248663,368168
1332674,1321426
416373,1428117
1252402,710478
879740,265515
301210,1319877
423164,882938
1358327,1289966
118339,1311803
776158,73963
1264444,265782
516898,933883
714047,1501927
1443920,760219
502629,478545
419022,1368408
645968,277669
620820,1275390
755357,1386157
1300876,27831
279340,674523
744726,731842
1326734,352537
627031,630106
1404830,870301
1261674,341509
366626,373241
572610,610234
288581,292452
48372,1251280
856529,1326991
1397125,1264881
1420586,503619
649405,844976
420877,430788
574148,280669
853703,958915
1390704,782644
1003999,1272971
309164,624606
1491033,590694
864667,888165
683174,319064
688039,667012
439693,439692
768722,1458120
686778,771162
422498,1410447
512143,795998
915901,1499698
349617,1230422
634735,1269967
1305272,578370
1351360,372452
273062,282805
797647,1403834
794688,1232197
1420871,698831
585027,696
295038,682205
635364,635378
582516,1456381
360585,361585
825920,825918
826971,770817
790828,552586
981449,79640
594128,775088
1338953,770950
1460246,519675
309038,1244550
1351080,639535
154170,131799
214066,637760
790805,1233714
423186,550683
1262653,1355752
1320950,371818
310107,310117
1248653,1455180
16477,1332713
1350768,244450
121162,934326
1416283,245961
1385727,828813
1427283,1328625
1385654,901023
845017,743322
15246,23936
150384,1368757
299156,1349775
850691,882130
46018,47997
225754,171789
195130,1364049
287344,1488422
1270305,692006
1344776,1410418
1400581,537729
536432,811683
152738,114952
80744,1349767
847660,1294039
561124,1236716
1299820,618081
229106,242056
249654,251390
390435,95215
258123,132681
149921,1314738
142082,163601
1263584,675540
1346661,44893
1498783,16184
116501,1419627
1428870,1370784
1287962,2076
240905,229121
909633,599812
363671,5884
347313,1384647
223486,1443197
1315782,662256
1304578,827776
161541,1426939
29740,22251
455715,454554
189570,191188
1345640,357620
171608,1475802
27850,1408775
888766,368642
309416,310585
351550,351691
99846,123335
313559,351384
651370,866644
475663,1243021
1251983,110570
231428,729967
174849,752835
968739,73443
568450,840439
1339822,800594
207721,1377033
348507,338730
916402,146135
1337601,436135
72617,1268871
696523,1459362
28649,692287
492312,1407807
196665,1367718
526688,860614
827356,1253805
1397602,1344403
1302281,270028
1363908,488141
719723,338792
1482098,338919
1377643,1186282
153709,192348
60619,724357
95984,22392
803658,171994
110460,647054
77466,85344
1244896,274306
248538,887576
1416800,1490513
1292927,1482119
782326,918613
83651,90267
1340177,800647
1407051,739456
1418188,1306543
1276737,1366832
1357543,422486
866889,1376392
302049,320401
1250134,1263377
1459563,1250685
545454,435334
158600,141242
221328,1405939
153709,500295
1457120,1281105
1329750,716320
731695,1134694
844925,1435216
616020,300913
436279,504265
134647,1481466
1436445,408784
716540,535798
37801,40735
492617,1314033
348015,879179
191166,5000
876862,1411265
1310878,1418671
382797,1267512
834043,685489
789548,883632
913524,551079
196219,1436741
716720,240007
40918,1309889
1242821,1338956
35712,568987
681499,1249511
288223,662334
433929,422967
68556,68354
274784,650367
580507,1374492
1323639,856333
1243457,370753
856120,403939
1346700,134888
794576,674583
378808,805992
400012,974539
1414365,1433900
336767,1477467
130249,1480816
1389503,36077
867799,916073
100249,105779
1400609,236170
249103,169547
507142,1246959
760567,484348
123533,99509
913093,615320
1362080,494691
356932,860809
193786,772051
742868,33228
1290432,1275946
1438661,1393180
305643,817053
1272970,718573
723730,1475364
310131,311115
201557,210332
1296775,1491215
1352174,1339952
1472036,1246152
1410183,172569
204180,197212
372786,371796
874799,1399250
676932,686978
820789,240007
874970,755400
840826,746057
287031,1204014
1273464,70354
75603,76410
409790,428464
1296389,288144
507779,974671
536926,1264433
416007,793482
354366,355340
882535,1382728
65226,862061
881969,680428
712290,727873
511061,705309
1473156,479694
419570,424861
227667,243577
223909,1266496
40189,202380
1494954,525796
593528,809369
591697,810092
605501,830419
332883,1386615
280102,878539
1442214,232215
914325,555011
790603,211777
1281802,285105
1263452,1370729
134780,162949
1403964,680129
698318,885609
758482,202058
761918,1320459
909788,869846
1437367,79838
316303,443523
751173,584575
1233665,817993
908848,190279
640149,639214
615935,638196
1303519,831359
83354,1352415
1354197,1229049
594131,616854
164182,188536
1455855,827311
803776,493800
1260346,652586
68858,68819
873444,133399
1452693,1266583
907730,102773
771725,808028
533592,654759
1431860,317104
227592,783711
1358090,1359771
371937,26955
569896,1404030
731097,706321
1426995,1257763
380814,1354337
303511,309204
907427,1255449
559251,553177
1363380,23584
847321,1490064
400539,407529
788425,80749
363584,1457422
335800,870498
284683,267642
243058,488463
561931,553384
1460416,1460826
649237,808759
317169,1360962
1396361,1358795
867591,42086
295709,313226
719537,166370
343278,328774
1267898,607054
326603,313147
120866,1414228
355216,1382643
933845,72607
1341733,1293107
548733,774585
615279,610286
110249,110260
33106,1323243
267221,840920
591703,587193
818088,303196
1456457,377478
260310,601238
1324268,1420683
1439168,1314815
106763,116249
852891,714680
682378,348954
289422,1466929
251128,1072253
341574,1364792
745583,75750
637910,618978
275630,273181
1435064,57442
1421048,1424435
1352506,1355673
57588,57685
218130,240034
1339031,1411701
672827,659438
1289052,254273
1308501,154170
378115,907193
1310053,168395
933840,517560
1357003,1262090
638065,1343650
1082790,1328499
703499,1254331
820073,884986
603762,876654
1403289,536218
847940,1356853
1452649,909606
781114,702442
1284560,868662
1430472,570847
616539,1342383
805563,850136
790015,379093
42949,222694
1492398,782501
866174,104796
1286757,1273398
1411346,1355923
115972,1361372
333598,322230
534455,524641
496119,1454996
1421821,662073
1396478,1069352
735941,123450
774132,856538
40361,1353434
22312,1429793
829335,127534
1240391,1408009
565732,1292547
715759,1397493
756936,1265278
1391597,369226
47885,78245
148079,172036
1409246,492878
622703,655999
167056,238387
384477,387442
348803,1463943
843456,552090
1342273,563565
1309658,84548
46268,1116093
1401602,810433
467069,467062
1381519,394943
597434,782305
681818,586739
411941,1391181
726188,1439429
650020,1253858
22312,555550
310902,1275367
851023,67950
1467048,508593
449171,1375453
326011,321839
1413861,1322665
449370,1452454
403084,1446011
1502268,717850
282533,288706
548744,539108
131063,156507
795445,701620
35751,1071332
1364049,206722
185914,1245047
762820,1289862
1293466,973982
1413814,1250256
1250453,1325203
1285878,139272
1376375,679212
239062,229396
70323,70513
1399450,308950
870968,223089
259396,233127
639331,629692
884049,518177
607605,1365886
697912,534100
370981,1420740
685635,684445
1491332,1350028
903993,1391214
864910,352131
1503098,1400567
40988,748806
574223,15917
595906,1442934
1386116,1232070
453594,465512
1290750,1340792
1354708,1473474
734831,1281115
1297650,1458209
263415,275687
322057,240893
1459140,1317929
409719,1269841
308010,308014
692572,412673
61380,84008
872838,721394
50160,629805
372411,1445691
156537,620527
1331762,1370425
15048,552377
1487580,1415112
1389131,664971
888057,1465594
1344160,505407
1468446,660121
470897,467611
236732,496141
332827,343495
334079,350514
347043,356268
1390282,319491
1440981,1347393
1348196,641832
793823,278253
859297,638984
681134,677744
1246483,1258898
653422,1239961
1375575,362029
1253004,34967
140720,887021
769190,810772
548974,801966
1283282,771751
844252,650110
354398,347193
1465985,887027
142067,1292239
850713,1255193
1229328,77726
37091,702348
1289862,762820
1330261,1296149
863662,145551
1471774,1295697
121395,632139
1230509,1474541
143461,139291
498488,498487
1468489,764297
237895,1454895
738372,173896
384745,383317
1364127,819989
71249,78200
725557,1379357
117515,767150
1242034,194480
277592,264236
1342821,534879
1360548,1260765
755531,728402
119654,651510
908354,1388096
1438136,257330
138176,143206
121396,1324323
755126,735110
773908,335096
204790,987096
1439782,234391
853468,1290160
88328,62531
350751,1400309
362936,1275262
1361408,447871
812068,434855
193655,1417165
75633,1336140
178278,1248168
1282761,918870
1265255,970983
324448,754021
586792,1305087
1446908,205424
616994,1393059
1455922,1329222
37801,26688
100642,105251
1292239,142067
1388808,1374611
59163,866889
1416871,784678
915712,714027
1072225,1489191
298318,846834
1361248,881563
917166,571104
1307669,792176
69945,1415605
710970,1413025
769424,698132
300760,300880
807686,1297314
643305,656453
271873,1377565
277402,336764
715959,718052
469331,488402
718424,1337108
792108,819141
875005,862108
168800,1068712
362053,570161
1463280,1282572
776134,1070344
656,41660
339175,818597
235953,670639
1273283,200967
123194,1239777
35751,40168
513135,512404
1380244,915303
870671,1459736
659438,672827
107731,807960
628977,1438134
643129,71041
1393608,259926
229075,1297444
796392,1242261
879464,479031
1433900,1248646
1369084,1383700
1068812,791697
460141,1453285
1236519,972940
1279125,1266308
45502,1496196
1269561,1268895
1420994,267988
658503,824338
805244,661216
1369019,750727
1482095,1479055
1438370,542057
399488,406490
1356775,1377943
670933,882780
252520,17319
84353,77014
1455926,1263637
684218,1257399
832116,1346352
1264243,171879
981256,378227
674263,366550
650110,962715
334406,974122
1376551,591602
919506,856603
513447,523914
118725,1333665
538521,511329
672971,671062
934677,109004
1397184,1406364
971295,285918
711686,1489425
159439,94668
558531,319748
1259542,677609
1238486,161698
1362205,202593
624013,219302
145654,130862
1484673,1226737
971273,1335929
220720,220645
2627,571655
665650,623694
1500597,398629
129468,1254771
1263238,1269813
71514,1314848
1340792,368813
1229580,1376342
836389,293418
20198,502282
688908,673035
216564,214693
318088,325450
1389250,400522
804729,562961
1472989,1391978
1070272,1344277
1406026,631977
857843,900332
1267508,422606
442905,934829
312957,297626
1447587,455933
1247844,389606
91569,1358794
368126,1482197
1418348,1319806
417746,747120
78723,1448407
553185,1309819
313098,876244
1476977,1478334
253217,1234943
452774,851083
879179,1455734
692890,703524
934744,1262082
909334,1449113
1279704,336951
1492457,545603
1301420,1302018
1245870,44298
1453763,1377504
100800,110026
296877,305016
152185,149897
1382937,934756
657602,142870
1344570,806166
508374,505295
120496,127357
665869,851505
752108,710934
796682,744295
716320,875576
689094,40918
21089,737638
350338,970107
1282609,382304
1341782,480499
308555,1250244
491692,488671
514747,515657
165969,174036
42910,1357716
851390,36188
795282,283270
591360,587815
865118,216470
1309913,710360
910297,720831
575393,569021
1256539,567672
666582,668744
587193,763581
1463323,15016
2063,9347
598599,251966
726058,1231650
1326700,718806
106518,1233809
389670,748974
464407,116518
322013,325523
558591,557674
123014,1453812
538680,849237
418764,1308617
743434,368269
79391,80345
1298265,523550
758282,1273345
512991,515777
661275,680560
1368092,1385662
1268481,1469443
330392,322978
94267,94268
533408,516916
650027,880866
296748,1418706
123835,127926
1403762,358716
1497144,114457
898246,571545
277743,798492
1318661,1452656
145915,738416
466143,488600
292940,1382157
1378284,934191
314800,1454206
277984,271334
709530,739603
29596,1459114
1409254,494099
770019,736121
1240854,820657
1312749,333723
115233,99347
367034,737164
177305,691492
1480451,564927
264220,268056
97847,109051
647400,686754
1480473,65416
625108,637582
188536,918674
588584,604140
1445278,82510
57736,63967
266945,1346875
1456085,1236404
420006,409607
808042,343608
919043,1245552
1290094,90492
731402,1486579
117436,1231359
882663,41687
835399,1421348
1414019,413646
1482161,106244
1234557,624386
351188,352284
1288221,1403853
635055,1253502
1462731,423628
973881,69178
534307,530301
1323243,1374585
851926,768923
1356605,398688
1239058,818458
709208,286254
145655,1424599
100070,290572
1344005,333574
729843,1414962
860308,1264583
539778,811913
140593,943
164377,198270
683963,1461355
1257328,801019
1447343,972642
57243,906711
308539,299862
118102,143268
1349887,329455
1403823,1431839
1461503,795900
221297,1239715
346763,919420
70980,1343298
708455,1319139
1487687,400523
1295250,1369578
1311735,1474661
1470373,707903
1476907,1473496
104717,104614
742782,1273098
297678,713699
1484052,1483906
1272885,562534
789461,1424032
84357,1406051
809979,867591
1467951,865482
147626,836004
1475026,879952
406086,1274538
1307165,511526
1243701,875977
405116,408924
1255257,1462731
643561,643547
88587,1389118
656932,1331883
418695,418699
379446,480565
711584,719851
418407,1461879
674132,702546
394351,181517
435283,425124
729283,1232184
514811,1288007
276661,582827
734000,151085
853832,1173989
1424402,1410387
624386,1234557
50302,885912
971146,780803
771711,741290
1369810,335545
34690,674263
57057,1280495
436693,441868
1398186,461614
786287,1432710
1239235,1338328
1502325,202588
1341648,912837
1254234,137893
535544,535537
1334783,81085
916961,526563
882557,405468
1413061,552778
314507,238582
1354914,420119
872432,934662
228865,848139
707825,856027
1338342,1237991
1375377,705243
558282,545776
1240552,141751
1424035,316314
770505,1072344
161449,1254997
663496,283628
1328267,107364
1462166,837787
560279,563428
436363,1477014
866962,306435
851562,774768
902542,1454379
596961,635843
693614,807653
1356544,783422
116387,1284117
365532,1458023
286181,636072
327641,330488
303063,1476630
1246028,941865
657427,791827
1369767,416958
1432504,307563
606890,820449
713827,1326101
278444,271631
197133,586592
269771,261896
1265250,134732
478026,1398800
862407,1291556
105802,1389031
78723,273499
1464743,686871
1233261,941052
848271,1485525
1338674,334983
1393251,884151
133548,1325235
709717,118712
188023,700195
874426,783798
1046192,1457600
81552,96247
499012,492526
213544,214398
187112,191155
893652,1368476
243234,1492576
725875,1390338
435697,578872
525021,511327
580823,505515
1365506,1365064
593355,610886
55284,1328260
718715,741278
135030,716487
1250791,100540
865554,1276873
182859,184454
1310590,731906
1449840,807964
1234687,340541
639037,1477050
1453356,1416150
452357,1414196
1070354,818650
629513,912435
67366,69314
675070,1326179
1413816,367015
364424,366626
1367091,1496142
793900,967829
570084,586463
416716,441156
876697,484294
729783,949112
20508,553504
36041,24544
72543,1408841
581387,1355691
1243427,488063
1462893,1306570
484701,1384489
1364049,1290528
1329417,1345872
1411460,1415639
618075,640239
1342075,688949
798207,679413
256363,872194
915519,1293
1416174,1361585
819069,514157
516404,511250
631214,912343
1401096,519030
1392495,1361991
155263,122198
623434,748426
785163,681733
803597,133039
437559,452692
3370,436983
2303,1340374
3792,1398191
1427131,376766
721191,536289
849237,1422319
494413,505213
1363155,713135
618896,640868
1292296,437248
9080,748806
1233143,1429841
719084,733056
406549,310511
210685,211885
533802,536001
692392,842538
146383,134278
43069,34821
355402,780980
553000,1471366
784621,670557
39503,24544
134823,1340726
1228847,161182
861080,1068807
19377,801532
712096,369211
1377468,855298
1449565,17905
267831,262740
