OrgFrstDriver,DesFrstDriver
326848,817130
1246420,755404
1366280,1283191
165190,165175
341183,1278515
658899,1410829
712289,594389
260997,265657
504427,740902
422606,1280681
1456990,1364580
1432486,1348265
688042,755958
1267146,1363749
174790,1451094
41166,1343803
883860,1399212
147394,1457069
934626,844157
219082,213264
447639,448431
545493,556302
1260202,262115
1315134,1285686
357640,1365279
1451391,1432726
55512,1407170
80389,1490903
1288477,1350829
567552,1496520
1287231,223107
196870,725809
1254799,1378685
1328613,69178
1263799,830348
741266,713587
1469556,32910
1230881,391714
1401718,1324981
1282513,1072288
1343040,378586
213227,387287
376531,408753
1411727,341005
344951,306562
1264859,631223
576587,1070502
1237051,1468831
158681,667721
836004,158963
264694,1495981
1242902,335820
226147,864461
472838,473911
323321,326720
1343725,350751
1253754,656159
2781,785890
92747,96019
1271420,1360154
833053,325344
134484,1334413
414409,419553
360780,354822
635116,1367691
699651,705326
1375670,76338
730464,60377
636826,610171
888453,1499748
1389496,1479772
448639,142859
639874,627016
1359865,1258174
48499,1269313
569875,792435
492252,1445524
1427625,1374794
1398265,1266219
882262,380231
1409648,476314
253532,227802
260291,1444831
1275520,1259157
908819,293875
847338,87043
192759,1476999
1484541,1459819
1305555,841078
398655,1432150
771785,473279
1465195,644753
463254,1473599
477414,1491376
359451,909106
1411457,750179
1382818,427269
330980,1226400
315217,1272994
1317723,1324617
6250,1359415
496190,415738
1293166,563484
518049,1245040
411338,416979
168105,842937
152421,147717
351480,358280
247902,1455807
860933,1465195
909892,1343513
1480181,1356168
457223,658614
502107,7023
586016,580967
849862,450935
719402,724960
356562,1345640
1449087,810749
1311100,1431818
798609,1491215
405294,768900
89808,94110
307971,726435
750180,1259216
500380,623610
855658,749640
825391,854890
349371,353129
939901,1434455
36452,36514
1242903,1237351
1300935,541193
831382,808944
287025,286216
1389912,348706
1269813,1263238
1342218,368895
337211,333841
817992,910773
537008,650029
1369370,63100
509518,1317618
1362055,864842
802808,330212
1328166,656385
743138,618265
1337733,1390338
140575,143555
633394,635948
448332,469887
564281,550590
1408675,638746
77312,805588
598343,605214
146604,1412356
530329,521682
487554,491783
56585,52340
441859,894589
1398387,1290528
549968,557266
1389908,651077
880588,1361916
707377,1465261
907737,43991
349245,359272
658112,1426860
1242959,1429321
1300618,770741
881774,1399476
453575,471714
966845,1359482
684665,1265152
56684,1241141
348927,368528
1116102,104790
1420859,345754
319479,746665
1442109,918503
772394,282141
106244,1482161
836968,608938
616981,443654
157132,863884
1464451,1289645
618234,1433539
1430934,1332171
77982,967829
747759,1444320
772101,1259112
93056,95872
72680,77766
825309,722435
1436895,1252741
637143,1400134
1255258,433096
1255807,484043
271546,274967
300973,297711
1465359,643939
859696,101908
1394621,651302
401089,422085
1232351,820771
104276,731460
1498606,149857
1345408,141624
1377015,441721
1361750,15035
1385549,974540
494815,872288
254370,802108
448659,1421786
411847,417032
1494767,1426995
1494986,47997
551814,536294
1431746,850628
131058,880345
470506,462359
1425540,1372879
1310715,553468
142485,167948
1361030,35751
885470,1255998
281758,691088
124612,1263728
918234,696
1321814,844157
148358,1350000
845169,644253
1463124,460113
1306306,1305730
445298,1444129
1447586,1412354
1365411,1444990
1320031,367427
163645,974175
1313216,795894
125186,786791
458907,316782
787535,393554
1329363,151937
58245,1372787
350702,1501053
88487,88654
1297030,842937
615253,638314
1412761,607052
1474599,348706
280148,288352
1323616,323295
296291,296508
1382846,1390609
811704,934140
967444,32822
1405790,1258174
972841,844551
1457075,973526
855049,278820
29371,555361
506639,502581
75413,913001
103226,103238
217104,1336598
856814,1315894
1340371,134727
289287,563476
1278417,227814
1260846,842473
573687,560633
1422655,1264669
1257577,815303
75102,744823
1366846,532775
133520,131857
871637,274413
178367,700302
311512,1353640
45469,43362
1230404,1456556
832622,177456
1452537,1356605
1278417,954729
1479224,1469205
1361586,1412386
1423612,1267146
461498,1396807
535240,535323
114668,129308
858111,851871
817190,637273
26286,1489428
1071721,733938
1412110,1085525
27137,9281
1496824,150075
1379695,1328841
595879,1463466
1071240,812396
451323,1461096
589588,580938
1460801,1387327
77284,72108
1487564,649806
795626,152101
802891,1173992
1411410,1397904
544707,1334808
1234881,1498068
1348038,652560
1346236,1431559
1469021,974080
1447507,1375498
432206,445298
35161,1284562
912292,1444131
1278297,1442105
843032,1440713
830936,498090
570098,1335932
1238323,528657
677093,660766
1450702,229368
466938,1394382
747435,689217
35622,3792
538483,530301
1268241,1341786
424133,825229
534574,555918
1433131,1493612
34038,978857
865971,1070729
1445177,848112
1347565,1466412
771193,302993
762858,181440
167548,150025
320762,325062
83321,1313503
212270,397680
1428117,1477907
792904,156364
29388,1324395
853836,745349
1344216,1401096
595082,805787
1501618,1367752
146602,146623
1314533,507348
292078,292242
113000,635576
398397,405603
1252206,930900
1330190,1328613
266726,1480201
885470,1346013
1354339,1354354
1414239,557246
327751,1311030
821216,658004
764971,134139
756275,257985
828620,735058
187589,1286038
482799,498727
31015,748806
1227892,1312835
436663,428849
358367,1243290
564593,563502
350751,1343725
420743,425677
1392442,1230174
853401,1353618
1361850,659844
318350,321464
647240,941714
408784,918039
839227,179287
709475,877359
133171,1380098
1310546,1472062
599864,1486425
1256903,377067
1461785,1407354
817295,1452703
1308962,65599
155848,148733
540332,544569
1279041,841078
1369430,774232
808646,1239574
242222,880835
1267830,810092
472414,1481097
1420351,367578
709732,800521
1284060,742031
369144,856577
1312777,87478
444281,427088
954744,605749
163817,150534
599875,1452736
540087,622899
504680,760993
1355531,1346339
238170,848130
323713,310155
1382292,1448518
10519,735218
1458458,1400380
432593,430845
64557,1378347
1499134,52269
685262,876244
1267464,260099
1295808,1258948
1320465,1234348
1304794,803988
1497495,1459190
1297894,913176
939666,299547
22749,22758
1301951,1369930
732151,618171
743149,1469783
1247457,1437967
1219338,808759
607721,172713
1234198,875871
763722,4890
1276737,436504
1392956,627901
334492,770830
399215,574645
1450923,888520
339426,879069
663256,672661
914275,417696
694524,1464265
674586,7718
512153,524383
579926,582417
1464598,1485492
422779,747233
102370,106271
1455906,571827
594741,267830
376626,462107
1266583,1281011
575010,967042
1349505,1493337
707441,737545
1369164,864700
105769,126704
1411585,1433436
1364619,1352312
244223,971217
914365,491117
7023,502107
1400280,55512
707378,341908
1372824,335147
1443501,667841
464602,973446
97261,1348643
334600,331730
577114,1323898
1232722,1310579
933915,337886
835256,1349953
204872,742031
734378,347313
309204,303511
1071255,336186
1389974,1335457
61833,853015
179007,814354
92691,83391
1245256,26542
715462,656349
352325,1367684
647556,31830
58904,120706
65226,966839
1484745,870154
818048,740709
784042,1310814
5472,862555
813858,681792
710556,1367560
271764,276375
171177,859342
307914,300037
874132,1388906
1387794,874985
675697,819441
1318204,682981
1369301,827864
1435040,1367158
641088,828992
869584,1301255
626859,246103
3131,867591
1279965,1305567
728346,871380
1301588,604288
20689,654088
652378,884420
500225,790403
909334,728799
549069,544955
1381595,595567
1332600,84814
311193,320399
862775,1485318
1459532,49752
934674,336372
502479,21728
973596,501263
811504,183993
1281466,334794
908318,712173
915303,1491461
99629,968526
337225,337228
1424639,589077
644040,1272071
852510,227667
377736,374400
100131,908941
832288,204379
168105,881188
1332600,1362180
774644,838217
71831,1489228
742222,452748
853574,1339523
374759,832840
1368559,888107
1439642,1364547
758345,1330251
755433,483085
1501261,904705
1471392,1468729
862036,386411
775088,1260777
432756,3160
1244741,1383400
463493,819066
1434575,1311414
1333886,1486079
846929,1308246
829016,820771
128300,119115
915545,1358692
912099,1419037
350991,1329654
629585,1273277
1311787,1380170
773795,101746
27105,1489428
1090915,246113
1280019,289112
401761,400008
1434808,1388378
90591,869022
1443181,918046
289513,841754
355171,354588
1269365,521474
716179,73254
754208,150363
1284800,913652
571893,1283872
1385573,1229901
867156,30052
1463987,407059
1314755,1486636
141209,788510
31676,39265
277416,1383394
21104,799893
1236112,1395714
63912,1439256
485316,486508
478623,730690
1394573,195370
319703,310402
261226,852987
455874,440639
910423,656563
788779,1280120
1477990,79649
1260407,656362
727145,807375
725200,725196
527907,534892
767474,67218
806799,875362
684517,1451203
816658,1330656
586834,599042
1072356,116489
807538,1352364
406709,393967
769346,1424665
1327529,78492
75083,80739
1262023,856899
1465600,1373595
411193,383831
1294770,1497889
1271134,311634
167671,1269165
371786,18182
871991,1344870
1392598,710548
614796,48399
225823,1268448
1348244,85474
337099,333125
767742,1327766
399641,447579
130217,1347938
643751,1436625
856603,919506
1267646,1445173
253375,253374
225914,30207
142729,175033
393932,675995
295202,93628
309284,306289
830593,1262819
1360819,444907
571892,551283
836169,172200
185922,749762
1393388,139428
1290238,1271351
319084,1337014
8259,1260354
630510,1302281
1380564,715643
1405943,1269275
510294,1262068
1428087,703540
1331215,1242343
708382,708385
158527,1359415
1362055,363139
740675,339862
303023,450957
407276,421470
297092,287852
1266170,1349514
247998,1439880
637279,630841
848035,663527
1351672,19625
1366233,311131
338999,1442405
81421,1240459
26473,884175
321722,321830
939154,587353
1440793,753893
181452,1484567
21949,209458
817678,842060
1246812,1415701
1276659,1359949
1349319,1076398
978857,1336077
298272,288513
350153,1471448
387730,1405270
211741,61246
1370205,468969
1076398,574453
527744,849237
401380,1379113
1070584,758780
1499578,1349493
686217,871331
1380650,74303
272606,649254
1368010,917982
707737,751741
238528,237183
889431,643796
518278,512768
1274912,1420393
157487,16624
1368802,1459002
34233,33106
1462897,533001
87491,3715
1368116,1336136
1270568,280715
726452,725472
1448912,1411107
665495,1379182
1382828,1502877
680957,1337912
685972,130478
565425,552313
1346931,193303
908022,194658
1190089,802674
1498623,1418374
811311,679351
1486691,158465
267246,798243
720803,714582
941202,794009
885951,1315469
285817,1306799
1454001,32697
1490867,235477
93778,1321123
440377,441410
220477,836080
821919,656349
294813,299654
1268583,1488878
1238426,1085520
295536,293716
143668,757794
885964,642048
804284,698157
875950,9080
309255,293907
715861,24544
1344296,479468
188327,750895
682667,689316
51528,1457563
1362867,697211
201729,1322608
1465195,656673
785918,655939
720499,721646
10779,481616
534100,702082
1457322,253980
819108,398497
870494,514558
877675,1399214
842945,974784
1286531,101645
908324,138696
631387,631389
298844,298511
470758,884054
1265637,165215
732287,278941
818586,1444388
23002,878613
480504,792980
978718,1491211
695576,591250
1296775,881969
759206,457620
1486079,1333886
128725,1266155
1299030,524031
281838,73944
1441851,1493304
310058,805563
5224,21250
464596,475343
1479073,1492966
636376,1500575
47997,1494986
912217,62157
8378,256493
699444,316401
675656,674785
811057,1461786
1259471,1435062
837352,527662
1448412,659284
1334924,694042
1496914,901627
355067,868522
739096,37039
1276910,155340
1338313,739194
1255514,1090908
739389,714626
699286,785478
1230615,1423612
1351106,433854
1239058,1335787
219122,250154
126929,1331731
356146,490348
252681,1386793
39706,1314766
762926,779728
1422727,1323252
480352,1369752
204478,184645
72930,1410817
654586,1421821
458231,445370
1431196,134295
518079,1393715
627071,528836
1473301,508306
588996,561693
1388839,752835
13860,1358425
1315308,682991
634785,639192
90917,850412
1368757,823402
629815,1076426
1419337,323693
344451,1433184
780912,301996
874977,1432716
1307858,1314268
1294215,1373341
1272495,59540
5233,492312
737588,569788
1353210,90764
1306195,981105
48219,1487138
1365440,1240147
527901,536330
1324981,232543
398382,1493757
1265279,858661
857788,315945
699967,790672
353241,1396334
865956,432194
865732,303187
1457406,914538
357166,1389291
723957,715357
770316,298592
769272,1398551
825162,662379
1502326,31994
528639,1408613
1339434,1431165
1390027,847555
181440,1351035
1344428,145311
478930,911669
199150,200128
1253833,268022
1471881,168258
1482310,1277245
26307,1243419
43986,720902
400752,754436
1409067,195716
412385,413461
769294,1355414
608859,854334
356048,366520
705680,210678
1400615,812157
1400331,1442019
521414,285102
945664,1230189
726188,1319139
616778,674201
1337066,1275865
328617,333409
915719,334380
805764,52246
612107,609863
1292473,968326
752766,48607
391977,384506
31015,917883
397116,774379
826354,334412
274957,594741
1254825,1268347
1333224,1242849
1334938,211636
780211,941223
620921,596955
24191,1308210
54997,78209
711612,1325212
1299675,616966
166686,723967
693818,798916
130920,193842
1281335,1363749
155653,158835
813797,306335
1364776,861372
115473,109191
662867,680124
1346837,878042
972654,931011
210121,650803
1329653,1436266
252088,255624
1324259,1352585
1493337,1349505
1251156,300788
1225153,810346
1381571,352537
1437574,28950
45043,31289
583500,585164
1292013,768340
876555,110432
566306,1465197
1374241,260614
830918,1412170
11477,35243
277830,1395708
593455,1500424
1443977,1265788
422158,421115
663546,1426026
44196,36053
803627,514892
954776,838661
1277017,1440967
398497,1396768
677335,1389746
1280842,1451885
124824,136400
1265692,1391380
22239,1281235
96800,87623
1317150,1465235
765994,974232
42949,36077
77115,1229470
598769,176660
487231,1340666
433325,574512
709130,709093
1402551,685203
908358,1263679
527941,587441
658622,1355172
1285079,1441734
1228964,900624
426024,1448115
289136,1204014
1446349,827991
1406139,90933
278881,274784
514227,653908
1276549,324307
162014,1450877
488064,485697
683856,664883
650029,670839
1283452,640436
457883,788128
722970,322518
206941,1070488
880264,374053
1405513,1375589
1298785,864685
682726,813858
1388910,884095
688568,474775
1469498,1474677
1348354,743405
635541,637481
521682,820053
810141,111126
615932,627815
504283,703232
868117,1331497
34038,668296
903813,1379638
189678,647831
813747,139739
34207,724777
1431676,322900
738541,1491030
300534,1451026
1462306,940017
1235074,354060
841303,433461
337013,307706
771655,336234
722306,294335
844571,140049
724777,92765
1495994,780912
400274,1457469
549224,1500424
683830,1370593
1378178,694651
95905,647766
1367625,941512
1381269,1462823
1350933,1332205
15414,1370087
824187,263317
605132,604158
809979,40168
36290,1386514
14847,783426
734378,1270190
1232818,1408610
875348,241188
197133,1360438
1473921,470636
814879,691839
26686,781143
907540,693372
1354463,487135
1462066,399035
1381176,1496490
1219338,644745
1304932,50273
264236,1381943
247431,1383954
359851,846874
1425953,571551
826553,293568
155771,1266258
318840,318867
40044,1389503
423953,1285514
281350,1472919
418764,850806
884955,968280
916551,203033
675356,675359
49173,43707
1406139,864080
280658,1242941
1457460,248231
763173,1270822
1230425,1358896
1395827,812388
1276939,846620
22757,35401
68347,75654
281095,287316
1503426,384305
1489019,1287112
702588,855952
940228,725298
670839,650020
167366,1245570
784949,1465112
1418826,683930
489421,1338653
414875,439032
684350,366563
1400405,407681
785621,447424
779348,333779
1397413,19386
878319,27926
678689,673218
616831,602806
640239,618075
726209,712595
1281009,533319
632860,324557
596736,499257
25132,3699
680133,1282691
1356089,1401399
525492,739412
881188,1389503
1311011,1275129
691957,809777
518961,1358865
909870,879557
726255,295710
106166,1375829
243144,1483181
555425,1235511
735212,467313
523962,518804
237330,239557
1473042,1336448
36627,4875
336825,325756
1362996,331739
806680,1310417
1429468,789781
638064,639229
645829,521415
587815,1354484
34614,707881
678110,685322
651971,972094
1359400,1235528
1389948,1408918
718263,1495554
51099,50302
1428866,874274
70937,67820
1357449,537008
1469076,227158
611349,612406
1331071,644745
732064,253523
1314609,428112
1441842,504113
905726,667175
89618,857914
554135,46268
1372549,1456459
1250840,243160
788174,1332015
746310,501795
1373149,342814
722128,1430105
527697,538059
88425,630047
712785,1354313
784335,61374
615261,1446103
172671,845093
321386,338401
19237,870514
565045,1190085
154022,1420774
1134694,731695
653017,1397602
784387,1452937
481040,1420276
1251519,158753
1250545,34160
544045,554276
294593,297367
129583,104614
373499,585615
907277,1270000
1465531,2665
1380351,851556
712555,1272019
563270,909960
1288290,625328
128359,915753
292344,291730
875499,537729
621357,610286
642395,308630
452393,1445162
918143,97962
433769,1255257
861192,245045
934897,750860
1291657,1248519
224752,759638
547838,554229
373241,367143
1070548,840837
384980,1303256
625706,743923
1422968,1251214
1269279,649237
450650,446589
1342911,1410824
217443,881302
368099,384084
381531,382397
116209,95384
128159,872587
1426290,1342622
1446828,1247664
230877,233152
1353790,94619
211510,1338475
1427694,528897
1486358,1490275
222139,232585
33228,742031
1383803,411097
998312,1417086
320755,293775
1380658,1253949
368174,369227
710645,1322591
785522,1336448
779612,28070
1413094,255522
1331680,761200
1287392,1299352
469739,444697
462506,456389
1468476,297454
809342,353425
748743,1069781
227425,222058
835732,1384647
1415147,641510
779566,1472076
766514,1301503
774036,1251429
1415104,1435060
1386047,1493756
1426441,514477
1432445,61117
1418898,1440993
220519,1248228
98163,101237
941456,675196
1407877,352537
1447121,428459
912062,652883
563234,784138
1404565,640238
1317971,1347042
208102,714473
169016,138858
331684,317365
317950,312736
1342556,411881
371875,1302545
527747,803830
485456,485447
17274,22312
1476563,533744
1412386,1472406
1468930,76091
1438602,800319
1488751,1493526
1295,1262039
1377640,1387595
560458,1417732
784237,721812
624841,1455273
689923,1445418
12293,919753
724482,335959
1421292,1477562
530326,916182
1299478,1238215
637272,1241644
1281321,876014
1410621,498266
1330276,1485062
1319225,644702
361417,677238
1442883,1341610
61410,1376202
1355113,32507
633323,1241870
195130,204478
329803,1471696
493415,493434
1499854,716887
1427992,867885
1456459,50308
1287908,243369
1289851,973983
545912,497490
1488603,294813
525308,517770
1285129,1331591
453072,1318884
665954,666203
135772,1321990
1357449,844252
591250,569421
1474578,577474
555269,1429861
571395,562707
741358,730516
487072,1386328
1259758,1401477
1312604,1287654
13579,53357
151356,662741
1266319,365791
54140,91361
876567,42359
689923,586739
155330,1246613
827292,1497492
1275215,1443117
1445033,1397322
1264782,211511
1372082,1347652
381902,392083
764278,934496
817864,337772
34769,851556
435231,434137
210063,210061
585125,816446
911826,941486
1358224,364479
125112,125107
1071841,725250
509666,496335
1317751,217100
499089,495834
442504,1386044
1333701,1274762
1444531,245138
231387,233503
1441934,501360
173968,1348956
192739,833670
1236637,1336839
1349198,911746
1449665,1367158
622210,668900
103104,104076
1447019,1306468
430056,410681
1498427,298222
1419446,940848
1356735,499150
495797,930946
330278,328231
165277,224178
545968,2892
915454,663869
135016,137896
296939,276956
1327013,37359
32910,9080
1399719,1380962
31015,26688
205438,791697
572222,885996
426996,448734
525489,1421892
780380,722910
580860,589798
941791,1421780
79311,76288
139314,1323735
1303476,1342962
732758,329957
1476606,813061
411881,393399
594043,1312188
1431620,633945
799482,1310575
1414701,1465594
568598,1342666
530301,533383
8626,15349
770817,908819
1400380,1458458
623022,802614
186464,907485
667068,870741
72429,9574
934502,1415975
260598,914921
279110,287369
33106,38975
320091,318137
1414808,1457730
391627,1230866
1296048,710887
630434,1337620
43905,37039
869988,237274
821687,1289052
243994,292066
399160,1367095
1240616,1398260
1316678,878141
653601,1256124
493814,493807
827529,643332
1365634,381955
772828,195766
21352,2683
1354123,1454964
1306458,1420016
441000,441016
795976,1411626
1485802,238274
533592,867383
714763,714775
122076,118757
1336643,372733
916284,664854
1439819,881437
1334259,1470677
737847,201796
275739,881998
1410807,800111
855813,234482
227228,593616
532096,548793
254273,821687
154687,1394008
81455,91626
611672,896656
617752,643537
103419,1247626
1430443,775088
276956,264772
497192,1385910
1280579,382145
499192,493042
61060,1289555
45404,1309587
1409106,798504
1408715,207284
398270,675297
467345,478190
301750,306339
1310412,334789
1478443,1317199
551422,848451
152030,132572
1321613,564593
352721,1301392
40168,1262805
878367,710697
724429,1502988
1451421,804776
828196,1363437
281143,283134
186338,208225
820178,43069
1336082,39246
612009,599352
1347810,874119
1305555,1312188
1418233,90936
152290,154277
589406,594043
805707,125806
1365094,1365097
818057,741286
813297,1452382
719108,717108
876429,676663
109415,1290920
1484589,1351596
79644,1326956
176782,138603
1406896,852970
92694,974385
1461012,1351047
1351211,510537
590297,262386
27926,1449113
797371,670839
544461,1274063
1427741,561441
87623,96800
869378,25898
145904,812047
556429,558591
288352,280148
1232582,141703
1379756,1247957
733204,640474
1233516,380005
296748,1344005
165783,666404
309038,1433137
608299,235254
480857,1442367
653912,523423
64892,898502
1345615,552046
860152,1240266
20204,636479
436374,1478504
627815,1269967
789019,1439524
704018,621967
1264603,1484589
678522,863979
617987,611871
1281716,336952
600551,1285865
59442,664156
630692,1488194
407009,389122
609078,909709
1159943,680031
1484034,293692
885470,274784
492659,488419
852178,1332161
436814,426563
287430,20414
642374,1236156
567310,814940
152584,173942
386411,1402798
127190,677093
813342,1420276
1358451,89692
935124,1292495
1475196,141208
91027,1396454
1233615,559295
64555,1437720
475951,461580
1295322,711886
1394856,20130
171127,168300
1330471,297634
235270,233875
958874,760535
386242,773213
1281790,1331205
362389,362405
352806,352816
102519,118431
910423,767901
829261,465772
107738,1258821
401003,418382
718822,555343
1267808,499969
1392553,1475505
684319,26516
733356,1455476
439617,1452546
1362520,1234307
321583,332473
354388,1382643
479448,1388420
255392,1361077
594043,585281
569387,1364736
804954,1499901
513025,680428
1378447,697944
239952,1324778
320797,401895
1233698,597651
1277153,378896
267880,1441290
864382,211493
15035,509782
713522,711607
144178,146125
381003,392505
1280760,593528
386421,1430029
643143,1382325
1374272,882069
1282126,249312
73317,733565
597280,882546
827525,1464937
981090,1363866
1226274,1348733
42090,1300660
32174,1344273
523778,531947
1314173,123683
578955,590341
334380,338625
518278,604962
324557,324687
508661,29522
3715,87491
1342500,916082
394109,407316
35073,45291
5233,38095
289688,755943
869292,27105
177185,172284
1244532,800647
1332154,1383858
500462,504228
493800,392960
852361,1106538
630632,535564
824358,1471652
349414,1315103
264769,799918
1342538,432991
811448,496258
635329,1338318
48679,52079
78238,62425
61380,678289
85138,1341855
266429,274721
1278361,1338564
475283,467899
548920,1424829
1237724,546750
545185,798068
851865,311764
1269467,1399892
864623,387959
907193,378115
95470,100053
567157,1276572
871951,47991
746075,785129
916402,646328
44310,60833
92716,91550
845472,527447
85811,1239989
1407054,1396002
277046,285793
763581,1347693
941393,523571
1365054,1444770
752764,695506
544461,251238
731157,1317298
1248168,178278
246747,1425336
220475,223608
57048,1440713
1414390,81629
1268992,1354572
1279942,1292769
561109,556594
881535,719099
809483,297367
861186,421132
1350995,1479791
1437001,1479249
1316224,831934
473841,95343
41924,558482
1349911,339731
582134,849843
1053,525728
1262727,52963
796952,1415507
1243404,567386
718127,817244
204919,1419429
639488,639482
1239769,35879
381504,363423
882199,867356
1081782,1347455
661124,1389389
521688,538521
810324,36783
362815,1448912
1501659,155591
687566,812660
77006,971945
363510,850097
234115,236769
1427047,1323690
1231189,859645
174552,1238606
887679,637207
1254331,1475409
1428247,1408342
99650,128742
126778,560584
126178,820242
381010,616831
90879,90483
668561,652184
145975,173896
1442086,581861
1453977,1265306
475064,297769
1354506,804152
259926,821687
1423412,1365628
724668,20238
1372009,519397
377926,378547
1480641,466789
1273218,161240
819225,774133
1496334,425620
792424,770003
560270,882739
1482758,312416
130902,136887
1363129,490442
485207,483222
50151,149752
1456424,411928
665438,1344241
541698,762565
755003,1450776
1278169,1313171
184346,758520
272645,276675
724662,1336413
855776,69196
97567,1268871
1259655,883094
492312,40168
1499095,703775
89991,766255
546705,1465506
62725,821819
1432702,240736
600523,655234
793350,363987
83444,104534
95476,1471428
409456,1313370
205542,591703
1262708,368267
874274,1428866
1412847,164243
726379,1251506
328500,1481545
572929,569782
714445,1258246
366563,684350
266136,1361429
615473,1491618
1444997,819018
702082,1276425
799641,311320
1327826,1340326
169734,1233956
1365853,853634
304373,854366
1076435,248883
1392515,592433
190502,874004
1456509,1412573
866191,237111
1323624,1337464
363453,1242244
199237,1453528
1309442,409922
1268462,781875
662431,438164
1241644,637272
940476,134134
781794,4890
1388758,415696
435851,783473
1430960,155509
881188,842937
1417156,1417167
562961,804729
442228,761603
425250,772332
544589,1330760
1252655,1353225
289032,288982
537172,11150
286473,793744
403873,403637
706457,631387
1320923,1266569
1335499,78475
1386150,787987
94379,1377231
704747,714324
71743,1471428
1424092,234804
560745,560741
1391055,268317
534100,669849
269209,1340296
1263059,509889
216739,934895
701044,528491
1496099,407961
578001,816446
911676,807375
1488030,124492
884408,552351
281143,825258
704383,882360
843911,752261
1046155,691924
370316,363821
1368413,229811
186084,874730
1494084,867700
803972,86398
1458508,1317694
1499864,1410159
1275262,1443476
540584,532433
311813,1393696
934179,1254903
276971,263738
863662,687173
340587,334324
34821,1361030
870236,1477060
149120,652079
674073,1461287
146073,657264
1241933,726188
40918,196342
345657,358725
766706,71225
1351250,981135
1458939,1412547
689462,454014
1235201,437176
37920,1501
652071,662226
31289,496108
887306,379446
714241,392248
1296574,133358
505105,844067
39669,31557
335220,331956
330990,939754
104803,119254
33609,38857
1388189,1494536
717002,829254
882099,887695
867774,592902
197039,384072
415569,582536
1259522,1243230
1394349,562366
1269279,888165
199283,204180
494257,48249
1342610,905592
323269,301719
1502271,415076
384983,1363928
56600,1264469
641658,909224
651146,641916
819821,115473
587650,735262
130249,151736
1321618,1375986
455016,807090
1433769,880773
423351,94165
1377033,184645
876971,1397030
1259943,741864
767692,1302771
773314,147216
770574,20796
516892,534429
195408,16002
1411833,549085
411348,1280482
561191,703288
411319,1365247
235496,244311
291176,1463508
232624,822570
1397340,166597
145222,158612
163545,1360242
1389503,31015
918748,1278681
645369,1315017
1242133,1343725
715952,753493
13715,804072
599194,145904
863994,1279661
1230088,849176
500785,501906
493591,508667
336423,344069
723763,940085
442686,712356
695012,1262232
576377,1368152
687441,692807
869338,1500342
1315691,31284
666404,726681
1477562,63956
185243,173104
1361503,384795
855184,1413141
1285129,492312
844173,1490711
910260,408427
130110,1010
521462,1301246
128623,1262953
504872,59497
423164,416988
378970,1261472
968601,331567
919125,860726
308282,1326891
591597,251077
353949,533219
624574,1305866
658481,661516
1335192,884253
1390338,1270190
758814,292242
710838,116630
187660,222382
1291416,605198
1408945,112966
377312,851330
1280681,422606
904282,368132
1319929,1240372
64215,58029
535798,880866
67793,91811
1243985,1329880
801624,643511
337582,1445095
1357329,345349
372746,360587
974113,1364619
665487,1323841
59163,56895
916470,1369613
625708,637983
96643,105052
1421607,1364646
267219,273140
868325,725202
1443459,713088
882397,803695
880073,591703
749723,296172
70692,1283029
1434467,1403735
530228,533415
319087,314888
10367,14340
299518,298627
1416018,907888
867591,717002
1269750,215637
1340613,192741
1462066,1383354
1246536,1262426
304691,807201
1309291,1350447
203898,822958
210549,208515
712063,741401
709660,709569
535795,1418638
899691,790105
614582,621206
1462201,500191
1498885,861142
638884,638885
276359,277550
916785,1360654
755255,623992
84295,94058
396697,401027
651076,917883
1261004,434403
426359,438999
718131,1331141
1453699,1489605
703524,692890
872194,228293
1266146,750646
1285342,361343
1403745,1357076
1456542,1459512
1403126,724128
365989,1252201
427995,894486
886359,1278445
1179669,1401043
1257850,867725
570669,1372074
1451555,1407320
122076,130551
514810,522101
265723,1333687
421853,419937
875950,495130
853836,254068
84402,70856
411059,419151
858914,1450375
290760,651931
656241,176731
278826,756235
1437084,401339
1294083,623035
819925,39197
478627,526096
1429793,748806
138751,684906
837283,1297845
1280768,608584
1440284,1417986
120309,1377511
417536,1253883
1228362,1417265
424132,580567
768874,393574
1317171,268244
834941,834939
803606,290383
618044,815124
307914,1428877
582396,829777
530228,539711
594043,586834
691875,860476
1247556,1258083
542585,695017
789803,3517
472294,1408951
644745,1289676
365141,862544
95360,813550
17634,1491747
1491153,1474892
1440544,508049
899979,1068807
199150,731425
1381269,1247056
1020853,881188
1360461,150234
831536,1244164
1395722,1233809
37808,37801
771358,314372
87869,84283
444338,458030
560584,1479617
1246478,664864
1450502,770817
400449,406173
110321,1433268
119647,129663
1491000,1252338
1421098,708342
94071,117923
1455062,220320
652560,1348038
1369683,1409916
1343094,1337752
1435062,1259471
1402190,372793
319308,323578
513282,522160
1408848,303738
156278,1241074
1450637,711035
1338305,1235057
134372,131587
539671,906455
972175,733964
1347981,1381580
633807,162698
1317909,1449035
1411780,213973
347838,851404
593795,1456944
839081,1382958
341648,1399956
1301874,398537
1306306,809142
617397,617325
1408762,1445863
799807,1497574
563774,597361
1396249,948929
809130,1342010
377761,1454509
619830,3699
495892,660536
1270915,837088
248870,760236
429145,450513
436699,1247455
640855,612528
1258248,725523
98165,1305183
1371776,202010
866564,804170
868484,643939
10365,228277
870498,1445675
582115,535959
37152,1438217
